id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
11,WisDOT — Division of Motor Vehicles,id-documentation,Statewide,"The Wisconsin Department of Transportation Division of Motor Vehicles issues state ID cards and driver's licenses required for employment, housing, and benefits enrollment after release. Returning citizens can apply for a Wisconsin ID at DMV service centers statewide with proof of identity and residency. Not a vital records office—contact Wisconsin Vital Records or your county Register of Deeds for birth certificates.","La División de Vehículos Motorizados del Departamento de Transporte de Wisconsin emite tarjetas de identificación estatal y licencias de conducir necesarias para empleo, vivienda e inscripción en beneficios después de la liberación. Los ciudadanos que regresan pueden solicitar una identificación de Wisconsin en centros de servicio DMV con prueba de identidad y residencia. No es oficina de registros vitales.",4802 Sheboygan Avenue,Madison,608-264-7447,,https://wisdot.gov/Pages/dmv/index.aspx,Wisconsin residents with required identity and residency documentation; fees apply for ID cards and licenses.,Residentes de Wisconsin con documentación requerida de identidad y residencia; aplican tarifas para tarjetas de identificación.,Find DMV service centers at wisdot.gov; bring certified birth certificate or passport plus proof of Wisconsin residency.,Encuentre centros de servicio DMV en wisdot.gov; traiga certificado de nacimiento o pasaporte más prueba de residencia en Wisconsin.,DMV service center hours vary; check wisdot.gov,statewide|id-documentation|DMV|drivers-license|state-id|reentry,State ID card issuance|Driver's license services|ID renewal|DMV service center locator,Dane,,statewide
12,Wisconsin Vital Records,id-documentation,Statewide,"The Wisconsin Department of Health Services Vital Records office issues certified birth certificates, death certificates, and marriage records needed for state ID applications, benefits enrollment, and employment verification after release. Returning citizens can order records online, by mail, or in person with valid identification. Vital records issuance—not a driver license or probation office.","La oficina de Registros Vitales del Departamento de Servicios de Salud de Wisconsin emite certificados de nacimiento, defunción y matrimonio necesarios para solicitudes de identificación estatal, inscripción en beneficios y verificación de empleo después de la liberación. Los ciudadanos que regresan pueden solicitar registros en línea, por correo o en persona.","1 West Wilson Street, Room 158",Madison,608-266-1371,,https://www.dhs.wisconsin.gov/vitalrecords/index.htm,Individuals with valid ID requesting their own vital records or authorized family members; fees apply per certificate.,Personas con identificación válida que soliciten sus propios registros vitales o familiares autorizados; aplican tarifas por certificado.,Order online at dhs.wisconsin.gov/vitalrecords; some records available through county Register of Deeds offices.,Solicite en línea en dhs.wisconsin.gov/vitalrecords; algunos registros disponibles a través de oficinas del Registro de Actos del condado.,Monday–Friday business hours,statewide|id-documentation|vital-records|birth-certificate|reentry,Birth certificate issuance|Death certificate issuance|Marriage record copies|Online ordering|In-person vital records service,Dane,,statewide
13,988 Suicide & Crisis Lifeline — Wisconsin,healthcare,Statewide,"Free confidential 24/7 crisis support for people experiencing mental health emergencies, suicidal thoughts, or substance use crises in Wisconsin. Trained specialists provide immediate support and can connect callers to local mobile crisis teams through county crisis services partners statewide. Available to anyone—not reentry-specific but essential for justice-involved individuals in crisis.","Apoyo gratuito y confidencial 24/7 para emergencias de salud mental, pensamientos suicidas o crisis por uso de sustancias en Wisconsin. Especialistas capacitados ofrecen apoyo inmediato y conexión a equipos de crisis móviles a través de aliados de servicios de crisis del condado. Disponible para cualquier persona, esencial para personas con antecedentes penales en crisis.",,,988,,https://988lifeline.org,Open to anyone in Wisconsin experiencing a mental health or suicide crisis; no eligibility restrictions.,Abierto a cualquier persona en Wisconsin en crisis de salud mental o suicidio; sin restricciones.,Call or text 988; Spanish-language support available. For immediate physical danger call 911.,Llame o envíe texto al 988; soporte en español disponible. Para peligro físico inmediato llame al 911.,Available 24/7,statewide|hotline|crisis|mental-health|988,Crisis counseling|Suicide prevention support|Mental health referrals|Substance use crisis support,,,statewide
14,SAMHSA National Helpline,substance-use-treatment,Statewide,Free confidential 24/7 treatment referral and information service for individuals and families facing mental health or substance use disorders. Provides referrals to local treatment facilities and community organizations in Wisconsin and nationwide. Spanish-language support available through trained specialists for justice-involved individuals seeking SUD or mental health treatment after release.,Servicio gratuito y confidencial 24/7 de referencia e información para personas y familias con trastornos de salud mental o uso de sustancias. Proporciona referencias a centros de tratamiento locales en Wisconsin y a nivel nacional. Soporte en español disponible para personas con antecedentes penales que buscan tratamiento después de la liberación.,,,800-662-4357,,https://www.samhsa.gov/find-help/national-helpline,Open to anyone in the United States seeking substance use or mental health treatment information and referrals.,Abierto a cualquier persona en Estados Unidos que busque información y referencias de tratamiento.,TTY 800-487-4889; also use FindTreatment.gov to search Wisconsin providers online.,TTY 800-487-4889; también use FindTreatment.gov para buscar proveedores en Wisconsin.,Available 24/7,statewide|hotline|substance-use|treatment-referral|national,Treatment referrals|Substance use information|Mental health resource navigation,,,statewide
15,FindTreatment.gov — Wisconsin Provider Search,substance-use-treatment,Statewide,"SAMHSA's online treatment locator helping Wisconsin residents find substance use and mental health treatment providers by location, service type, and payment options including BadgerCare Plus Medicaid. Justice-involved individuals can search outpatient, residential, and MAT providers before or after release from WDOC custody or county jails across all 72 counties.","Localizador en línea de SAMHSA que ayuda a residentes de Wisconsin a encontrar proveedores de tratamiento de uso de sustancias y salud mental por ubicación, tipo de servicio y opciones de pago incluido BadgerCare Plus Medicaid. Personas con antecedentes penales pueden buscar proveedores ambulatorios, residenciales y TMO antes o después de la liberación.",,,,,https://findtreatment.gov,Open to anyone searching for treatment; provider admission rules vary.,Abierto a cualquier persona que busque tratamiento; las reglas de admisión varían según el proveedor.,"Search findtreatment.gov by Wisconsin county or city; filter for MAT, outpatient, or residential services.","Busque en findtreatment.gov por condado o ciudad de Wisconsin; filtre por TMO, ambulatorio o residencial.",Website 24/7,statewide|substance-use|online|MAT|treatment-locator,Treatment provider search|MAT locator|Outpatient program finder|Residential program finder,,,statewide
16,Wisconsin DHS — Comprehensive Community Services (CCS),healthcare,Statewide,"The Wisconsin Department of Health Services Comprehensive Community Services program provides community-based mental health and substance use recovery supports including peer specialists, psychosocial rehabilitation, and care coordination for eligible adults in participating counties. Justice-involved individuals with serious mental illness or substance use disorders may access CCS through county mental health or substance use agencies after release—not a direct crisis hotline itself.","El programa de Servicios Comunitarios Integrales del Departamento de Servicios de Salud de Wisconsin ofrece apoyos comunitarios de salud mental y recuperación de uso de sustancias incluidos especialistas entre pares, rehabilitación psicosocial y coordinación de atención para adultos elegibles en condados participantes. Personas con antecedentes penales pueden acceder a CCS a través de agencias de salud mental del condado después de la liberación.",1 West Wilson Street,Madison,608-266-2717,,https://www.dhs.wisconsin.gov/ccs/index.htm,Wisconsin adults in participating counties with serious mental illness or substance use disorders meeting CCS eligibility; county enrollment required.,Adultos de Wisconsin en condados participantes con enfermedad mental grave o trastornos por uso de sustancias que cumplan elegibilidad CCS; se requiere inscripción del condado.,Contact your county mental health or substance use agency; call 988 for immediate crisis support statewide.,Contacte su agencia de salud mental o uso de sustancias del condado; llame al 988 para apoyo inmediato en crisis en todo el estado.,State office Monday–Friday business hours; county CCS hours vary,statewide|healthcare|CCS|mental-health|substance-use|reentry,Peer specialist services|Psychosocial rehabilitation|Care coordination|Substance use recovery supports|County CCS enrollment,Dane,,statewide
17,Wisconsin Community Services — Statewide Reentry,reentry-organizations,Statewide,"Wisconsin Community Services is a statewide nonprofit providing reentry case management, employment navigation, behavioral health referrals, and housing support for justice-involved adults returning from WDOC custody and county jails across Wisconsin. WCS partners with Job Center of Wisconsin, ACCESS Wisconsin benefits offices, and local treatment providers—not a walk-in emergency shelter or crisis line.","Wisconsin Community Services es una organización sin fines de lucro estatal que ofrece manejo de casos de reinserción, navegación laboral, referencias de salud conductual y apoyo de vivienda para adultos con antecedentes penales que regresan de custodia WDOC y cárceles del condado en Wisconsin. WCS se asocia con Job Center of Wisconsin y oficinas ACCESS Wisconsin, no es refugio de emergencia ni línea de crisis.",3737 West Wisconsin Avenue,Milwaukee,414-290-6800,,https://www.wiscs.org,"Justice-involved Wisconsin adults referred by WDOC, courts, or community partners; program eligibility varies by site.","Adultos de Wisconsin con antecedentes penales referidos por WDOC, tribunales o aliados comunitarios; la elegibilidad del programa varía según el sitio.",Contact WCS at 414-290-6800 for program referrals; coordinate through assigned WDOC agent for DOC-linked services.,Contacte WCS al 414-290-6800 para referencias del programa; coordine a través del agente WDOC asignado para servicios vinculados al DOC.,Monday–Friday business hours; program hours vary,statewide|reentry|case-management|employment|referral-only,Reentry case management|Employment navigation|Behavioral health referrals|Housing support|Benefits navigation,Milwaukee,,statewide
18,Guest House of Milwaukee,housing,Milwaukee / Milwaukee County,"Guest House of Milwaukee provides emergency shelter, meals, case management, and housing navigation for men experiencing homelessness in Milwaukee County including returning citizens recently released from Milwaukee County Jail or WDOC custody without a fixed address. Staff help guests connect to shelter beds, ACCESS Wisconsin benefits, Job Center of Wisconsin employment services, and Sixteenth Street Community Health Centers for medical care.","Guest House of Milwaukee ofrece refugio de emergencia, comidas, manejo de casos y navegación de vivienda para hombres que enfrentan falta de vivienda en el condado Milwaukee incluidos ciudadanos recién liberados de la cárcel del condado Milwaukee o custodia WDOC sin dirección fija. El personal ayuda a conectarse con refugio, beneficios ACCESS Wisconsin y servicios de empleo Job Center of Wisconsin.",1216 North 13th Street,Milwaukee,414-645-8000,,https://www.guesthouseofmilwaukee.org,Homeless men in Milwaukee County; walk-in intake during posted hours; justice-involved guests welcome per program policy.,Hombres sin hogar en el condado Milwaukee; admisión sin cita durante horario publicado; huéspedes con antecedentes penales bienvenidos según política del programa.,Call 414-645-8000 for intake; pairs with Community Advocates and Hope House for extended housing programs.,Llame al 414-645-8000 para admisión; se vincula con Community Advocates y Hope House para programas de vivienda extendidos.,Intake during posted business hours; shelter 24/7,milwaukee|housing|emergency-shelter|men|reentry,Emergency shelter|Meals|Case management|Housing navigation|Benefits referrals,Milwaukee,Milwaukee,single
19,Hope House of Milwaukee,housing,Milwaukee / Milwaukee County,"Hope House of Milwaukee provides emergency shelter, transitional housing, and supportive services for families and single adults experiencing homelessness in Milwaukee including justice-involved adults rebuilding stable housing after incarceration. Case managers connect residents to ACCESS Wisconsin, Job Center of Wisconsin, and Legal Action of Wisconsin for benefits, employment, and tenant-rights support.","Hope House of Milwaukee ofrece refugio de emergencia, vivienda transicional y servicios de apoyo para familias y adultos solteros sin hogar en Milwaukee incluidos adultos con antecedentes penales que reconstruyen vivienda estable después de la encarcelación.",742 North James Lovell Street,Milwaukee,414-671-6111,,https://www.hopehousemke.org,Families and adults experiencing homelessness in Milwaukee; justice-involved participants may qualify for transitional programs.,Familias y adultos sin hogar en Milwaukee; participantes con antecedentes penales pueden calificar para programas transicionales.,Call 414-671-6111 for intake; coordinated entry partner in Milwaukee Continuum of Care.,Llame al 414-671-6111 para admisión; aliado de entrada coordinada en el Continuo de Cuidado de Milwaukee.,Shelter and intake hours vary; call ahead,milwaukee|housing|transitional|families|reentry,Emergency shelter|Transitional housing|Case management|Benefits navigation|Employment referrals,Milwaukee,Milwaukee,single
20,Community Advocates — Milwaukee,basic-needs,Milwaukee / Milwaukee County,"Community Advocates operates Milwaukee's central access point for homelessness prevention, emergency rental assistance, and basic-needs navigation for low-income Milwaukee County households including returning citizens establishing stable tenancy after release. Housing specialists coordinate with ACCESS Wisconsin benefits, Job Center of Wisconsin, and Wisconsin Community Services for whole-person reentry support.","Community Advocates opera el punto central de acceso de Milwaukee para prevención de falta de vivienda, asistencia de alquiler de emergencia y navegación de necesidades básicas para hogares de bajos ingresos del condado Milwaukee incluidos ciudadanos que regresan que establecen arrendamiento estable después de la liberación.",728 North James Lovell Street,Milwaukee,414-933-8585,,https://communityadvocates.net,Low-income Milwaukee County residents facing housing instability or basic-needs crises; justice-involved adults may qualify for emergency assistance.,Residentes de bajos ingresos del condado Milwaukee que enfrentan inestabilidad de vivienda o crisis de necesidades básicas; adultos con antecedentes penales pueden calificar para asistencia de emergencia.,Call 414-933-8585 for housing and basic-needs intake; not a walk-in men's emergency shelter.,Llame al 414-933-8585 para admisión de vivienda y necesidades básicas; no es refugio de emergencia para hombres sin cita.,Monday–Friday business hours,milwaukee|basic-needs|rental-assistance|homelessness|reentry,Emergency rental assistance|Homelessness prevention|Basic-needs navigation|Benefits referrals|Coordinated entry,Milwaukee,Milwaukee,single
21,Sixteenth Street Community Health Centers — Milwaukee,healthcare,Milwaukee / Milwaukee County,"Sixteenth Street Community Health Centers operate Federally Qualified Health Center clinics across Milwaukee providing primary care, behavioral health, dental services, and sliding-fee care for uninsured and BadgerCare Plus patients including justice-involved adults reestablishing healthcare after release from Milwaukee County Jail or WDOC custody.","Sixteenth Street Community Health Centers opera clínicas FQHC en Milwaukee que ofrecen atención primaria, salud conductual, servicios dentales y atención con tarifa móvil para pacientes sin seguro y BadgerCare Plus incluidos adultos con antecedentes penales.",1032 South Cesar E. Chavez Drive,Milwaukee,414-672-1353,,https://sschc.org,Milwaukee residents of all ages; sliding scale with proof of income; BadgerCare Plus and Medicare accepted.,Residentes de Milwaukee de todas las edades; escala móvil con prueba de ingresos; se aceptan BadgerCare Plus y Medicare.,Call 414-672-1353 for nearest clinic; multiple Milwaukee locations; same-day sick visits at select sites.,Llame al 414-672-1353 para la clínica más cercana; múltiples ubicaciones en Milwaukee.,Monday–Friday clinic hours; varies by location,milwaukee|healthcare|FQHC|primary-care|reentry,Primary care|Behavioral health|Dental care|Sliding-fee services|Pharmacy assistance,Milwaukee,Milwaukee,single
