id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
11,FindTreatment.gov — North Carolina Provider Search,substance-use-treatment,Statewide,"SAMHSA's online treatment locator helping North Carolina residents find substance use and mental health treatment providers by location, service type, and payment options including Medicaid. Justice-involved individuals can search outpatient, residential, and MAT providers before or after release from NCDAC custody or county jails across all 100 counties.","Localizador en línea de SAMHSA que ayuda a residentes de Carolina del Norte a encontrar proveedores de tratamiento de uso de sustancias y salud mental por ubicación, tipo de servicio y opciones de pago incluido Medicaid. Personas con antecedentes penales pueden buscar proveedores ambulatorios, residenciales y TMO antes o después de la liberación.",,,,,https://findtreatment.gov,Open to anyone searching for treatment; provider admission rules vary.,Abierto a cualquier persona que busque tratamiento; las reglas de admisión varían según el proveedor.,"Search findtreatment.gov by North Carolina county or city; filter for MAT, outpatient, or residential services.","Busque en findtreatment.gov por condado o ciudad de Carolina del Norte; filtre por TMO, ambulatorio o residencial.",Website 24/7,statewide|substance-use|online|MAT|treatment-locator,Treatment provider search|MAT locator|Outpatient program finder|Residential program finder,,,statewide
12,NC Division of Motor Vehicles — ID Services,id-documentation,Statewide,"The North Carolina Division of Motor Vehicles issues state ID cards and driver's licenses required for employment, housing, and benefits enrollment after release. Returning citizens can apply for a North Carolina ID at driver license offices statewide with proof of identity and residency. Not a vital records office—contact county Register of Deeds for birth certificates.","La División de Vehículos Motorizados de Carolina del Norte emite tarjetas de identificación estatal y licencias de conducir necesarias para empleo, vivienda e inscripción en beneficios después de la liberación. Los ciudadanos que regresan pueden solicitar una identificación en oficinas de licencias con prueba de identidad y residencia. No es oficina de registros vitales.",1100 New Bern Avenue,Raleigh,919-715-7000,,https://www.ncdot.gov/dmv,North Carolina residents with required identity and residency documentation; fees apply for ID cards and licenses.,Residentes de Carolina del Norte con documentación requerida de identidad y residencia; aplican tarifas para tarjetas de identificación.,Find driver license offices at ncdot.gov/dmv/offices; bring certified birth certificate or passport plus proof of North Carolina residency.,Encuentre oficinas en ncdot.gov/dmv/offices; traiga certificado de nacimiento o pasaporte más prueba de residencia.,Driver license office hours vary; check ncdot.gov/dmv,statewide|id-documentation|DMV|drivers-license|reentry,State ID card issuance|Driver's license services|ID renewal|Driver license office locator,Wake,,statewide
13,NC Vital Records — Birth & Death Certificates,id-documentation,Statewide,"The North Carolina Vital Records office processes requests for birth and death certificates needed for state ID, Medicaid, and employment applications after release. Returning citizens can order certified copies online, by mail, or through county Register of Deeds offices with acceptable identification. Processing times vary—order early in reentry planning.","La oficina de Registros Vitales de Carolina del Norte procesa solicitudes de certificados de nacimiento y defunción necesarios para identificación estatal, Medicaid y solicitudes de empleo después de la liberación. Los ciudadanos que regresan pueden ordenar copias certificadas en línea, por correo o a través de oficinas del Registro de Actos del condado.",225 N. McDowell Street,Raleigh,919-733-3000,,https://www.ncdhhs.gov/divisions/public-health/vital-records,Individuals with legal right to request the record; acceptable ID required; fees apply per certificate.,Personas con derecho legal a solicitar el registro; se requiere identificación aceptable; aplican tarifas por certificado.,Order online at vitalrecords.nc.gov or call 919-733-3000; county Register of Deeds offices also issue birth certificates.,Ordene en vitalrecords.nc.gov o llame al 919-733-3000; las oficinas del Registro de Actos del condado también emiten certificados.,"Monday–Friday, 8:00 a.m.–5:00 p.m. ET",statewide|id-documentation|vital-records|birth-certificate,Birth certificate orders|Death certificate orders|Online vital records requests|Certified copy processing,Wake,,statewide
14,NC Department of Military and Veterans Affairs — Statewide,veterans,Statewide,"The North Carolina Department of Military and Veterans Affairs helps justice-involved veterans access VA benefits, disability claims, employment programs, and housing resources through county veterans service offices across all 100 counties. Veterans released from incarceration may qualify for VA health care, vocational rehabilitation, and veterans treatment court supports. Benefits navigation and advocacy—not emergency shelter.","El Departamento de Asuntos Militares y de Veteranos de Carolina del Norte ayuda a veteranos con antecedentes penales a acceder a beneficios del VA, reclamaciones de discapacidad, programas de empleo y recursos de vivienda a través de oficinas de servicios para veteranos del condado en los 100 condados. Los veteranos liberados pueden calificar para atención médica del VA y tribunales de tratamiento para veteranos.",1315 Mail Service Center,Raleigh,919-733-3851,,https://www.ncdva.nc.gov,Honorably discharged or qualifying North Carolina veterans and their dependents; service documentation required.,Veteranos de Carolina del Norte con baja honorable o calificados y sus dependientes; se requiere documentación de servicio.,Find your county veterans service office at ncdva.nc.gov; free benefits claims assistance at all 100 county offices.,Encuentre su oficina de servicios para veteranos del condado en ncdva.nc.gov; asistencia gratuita con reclamaciones.,County offices Monday–Friday business hours,statewide|veterans|VA-benefits|reentry|justice-involved-veterans,VA benefits claims assistance|Disability claims navigation|Employment program referrals|Veterans treatment court support,Wake,,statewide
15,NC Second Chance Alliance,reentry-organizations,Statewide,"The NC Second Chance Alliance is a statewide coalition of service providers, faith communities, businesses, and community leaders advocating for fair-chance policies and connecting justice-involved North Carolinians to housing, employment, and legal resources. The alliance coordinates local reentry networks and policy advocacy—not direct emergency services at the state office.","La Alianza de Segunda Oportunidad de NC es una coalición estatal de proveedores de servicios, comunidades de fe, empresas y líderes comunitarios que abogan por políticas de segunda oportunidad y conectan a carolinenses con antecedentes penales con recursos de vivienda, empleo y legales. La alianza coordina redes locales de reinserción, no servicios de emergencia directos.",224 S. Dawson Street,Raleigh,,info@ncsecondchance.org,https://ncsecondchance.org,Justice-involved North Carolina residents and community partners seeking reentry coalition connections and fair-chance policy information.,Residentes de Carolina del Norte con antecedentes penales y aliados comunitarios que buscan conexiones con coaliciones de reinserción.,Visit ncsecondchance.org for member organizations and local reentry partner directory; contact info@ncsecondchance.org for coalition information.,Visite ncsecondchance.org para organizaciones miembros y directorio de aliados locales; contacte info@ncsecondchance.org.,Contact for current hours,statewide|reentry|coalition|fair-chance|referral-only,Coalition coordination|Fair-chance policy advocacy|Local reentry partner directory|Community networking,Wake,,statewide
16,NC Justice Center — Fair Chance Employment Project,reentry-organizations,Statewide,"The North Carolina Justice Center Fair Chance Employment Project advocates for policies and practices that expand job opportunities for people with criminal records and connects returning citizens to legal resources, benefits navigation, and workforce partners across North Carolina. Staff provide policy education and referral navigation—not direct cash assistance or emergency housing.","El Proyecto de Empleo de Segunda Oportunidad del Centro de Justicia de Carolina del Norte aboga por políticas que expanden oportunidades laborales para personas con antecedentes penales y conecta a quienes regresan con recursos legales, navegación de beneficios y aliados de fuerza laboral. El personal ofrece educación de políticas y referencias, no asistencia en efectivo ni vivienda de emergencia.",224 S. Dawson Street,Raleigh,919-856-2570,,https://www.ncjustice.org,Justice-involved North Carolina residents and advocates seeking fair-chance employment policy information and legal referrals.,Residentes de Carolina del Norte con antecedentes penales y defensores que buscan información sobre empleo de segunda oportunidad y referencias legales.,Visit ncjustice.org for fair-chance resources; connects to Legal Aid of NC and local workforce partners.,Visite ncjustice.org para recursos de segunda oportunidad; conecta con Legal Aid of NC y aliados de fuerza laboral.,Monday–Friday business hours,statewide|reentry|fair-chance|policy|referral-only,Fair-chance policy advocacy|Legal resource referrals|Workforce partner navigation|Benefits education,Wake,,statewide
17,Center for Community Transitions — Charlotte,reentry-organizations,Charlotte / Mecklenburg County,"Center for Community Transitions is Charlotte's leading reentry organization providing transitional housing, employment training, life skills, and family reunification services for justice-involved women and men returning to Mecklenburg County after incarceration. CCT operates residential and community-based programs with case management connecting participants to NCWorks, DSS benefits, and local employers. Direct services—not a statewide hotline.","Center for Community Transitions es la principal organización de reinserción de Charlotte que ofrece vivienda transicional, capacitación laboral, habilidades para la vida y reunificación familiar para mujeres y hombres con antecedentes penales que regresan al condado Mecklenburg. CCT opera programas residenciales y comunitarios con manejo de casos conectando participantes con NCWorks, beneficios DSS y empleadores locales.",801 E. Fourth Street,Charlotte,704-375-1722,,https://centerforcommunitytransitions.org,Justice-involved adults returning to Mecklenburg County; program-specific requirements for residential tracks.,Adultos con antecedentes penales que regresan al condado Mecklenburg; requisitos específicos del programa para programas residenciales.,Call 704-375-1722 for intake; programs include Charlotte's only reentry-specific transitional housing for women.,Llame al 704-375-1722 para admisión; programas incluyen la única vivienda transicional de reinserción para mujeres en Charlotte.,Contact for program hours,charlotte|mecklenburg|reentry|housing|employment|reentry-organizations,Transitional housing|Employment training|Life skills|Family reunification|Case management,Mecklenburg,Mecklenburg,single
18,StepUp Ministry — Raleigh Reentry,reentry-organizations,Raleigh / Wake County,"StepUp Ministry helps justice-involved and low-income adults in Wake County achieve stable employment and self-sufficiency through job readiness classes, one-on-one coaching, and supportive services including referrals to housing and benefits partners. Multiple Raleigh-area offices serve returning citizens from Wake County Jail and state custody with fair-chance employer connections. Direct coaching services—not emergency shelter.","StepUp Ministry ayuda a adultos con antecedentes penales y de bajos ingresos en el condado Wake a lograr empleo estable y autosuficiencia mediante clases de preparación laboral, coaching individual y servicios de apoyo incluidas referencias a aliados de vivienda y beneficios. Múltiples oficinas en el área de Raleigh sirven a ciudadanos que regresan de la cárcel del condado Wake.",1012 Oberlin Road,Raleigh,919-834-7634,,https://stepupministry.org,Low-income Wake County adults including justice-involved individuals seeking employment and stability.,Adultos de bajos ingresos del condado Wake incluidas personas con antecedentes penales que buscan empleo y estabilidad.,Call 919-834-7634 for enrollment; connects to NCWorks Raleigh and Wake County reentry partners.,Llame al 919-834-7634 para inscripción; conecta con NCWorks Raleigh y aliados de reinserción del condado Wake.,Monday–Friday business hours; class schedules vary,raleigh|wake|reentry|employment|job-readiness,Job readiness classes|One-on-one coaching|Fair-chance employer connections|Housing referrals|Benefits navigation,Wake,Wake,single
19,TROSA — Durham,housing,Durham / Durham County,"TROSA is a multi-year residential recovery program in Durham providing free housing, vocational training, counseling, and job placement for people with substance use disorders including justice-involved adults referred from courts, probation, and prisons across North Carolina. Participants live on campus while completing therapeutic programming and workforce development—not a short-term emergency shelter.","TROSA es un programa residencial de recuperación de varios años en Durham que ofrece vivienda gratuita, capacitación vocacional, consejería y colocación laboral para personas con trastornos por uso de sustancias incluidos adultos con antecedentes penales referidos por tribunales, probatoria y prisiones. Los participantes viven en el campus mientras completan programación terapéutica.",1820 James Street,Durham,919-956-8886,,https://www.trosainc.org,Adults with substance use disorders willing to commit to multi-year residential recovery; justice referrals accepted per program policy.,Adultos con trastornos por uso de sustancias dispuestos a comprometerse con recuperación residencial de varios años; referencias de justicia aceptadas según política.,"Call 919-956-8886 for admissions; free program including housing, meals, and job training on Durham campus.","Llame al 919-956-8886 para admisiones; programa gratuito incluyendo vivienda, comidas y capacitación laboral.",Residential program; contact admissions for intake,durham|housing|recovery|SUD|reentry|vocational-training,Residential recovery housing|Vocational training|Counseling|Job placement|Substance use treatment,Durham,Durham,single
20,Healing Transitions — Raleigh,housing,Raleigh / Wake County,"Healing Transitions is a peer-based recovery community in Raleigh offering non-medical detox, residential recovery housing, and workforce programming for unhoused adults with substance use disorders including returning citizens from Wake County Jail. The campus provides meals, case management, and connections to NCWorks and local employers—not a medical hospital or psychiatric facility.","Healing Transitions es una comunidad de recuperación basada en pares en Raleigh que ofrece desintoxicación no médica, vivienda de recuperación residencial y programación de fuerza laboral para adultos sin hogar con trastornos por uso de sustancias incluidos ciudadanos que regresan de la cárcel del condado Wake. El campus proporciona comidas, manejo de casos y conexiones con NCWorks.",1251 Goode Street,Raleigh,919-838-7654,,https://healing-transitions.org,Adults with substance use disorders seeking recovery; justice-involved individuals welcome per program policy.,Adultos con trastornos por uso de sustancias que buscan recuperación; personas con antecedentes penales bienvenidas según política.,Call 919-838-7654 for intake; 24/7 walk-in detox available; connects to Wake County reentry and employment partners.,Llame al 919-838-7654 para admisión; desintoxicación sin cita 24/7 disponible; conecta con aliados de reinserción del condado Wake.,24/7 walk-in detox; residential program hours vary,raleigh|wake|housing|recovery|SUD|peer-support|reentry,Non-medical detox|Residential recovery housing|Peer support|Workforce programming|Case management,Wake,Wake,single
21,Urban Ministries of Wake County — Open Door Clinic,healthcare,Raleigh / Wake County,"Urban Ministries of Wake County operates the Open Door Clinic and crisis assistance programs serving uninsured and low-income Wake County residents including returning citizens needing primary care, prescription assistance, and emergency food support after release. The clinic provides sliding-fee healthcare and connects patients to DSS benefits and NCWorks—not a psychiatric crisis center.","Urban Ministries of Wake County opera la Clínica Open Door y programas de asistencia en crisis sirviendo a residentes del condado Wake sin seguro y de bajos ingresos incluidos ciudadanos que regresan que necesitan atención primaria, asistencia con recetas y apoyo alimentario de emergencia. La clínica ofrece atención médica con tarifa móvil y conecta pacientes con beneficios DSS.",1390 Capital Boulevard,Raleigh,919-836-1642,,https://urbanmin.org,Uninsured and low-income Wake County residents; justice-involved individuals welcome for clinic and crisis assistance.,Residentes del condado Wake sin seguro y de bajos ingresos; personas con antecedentes penales bienvenidas para clínica y asistencia.,Call 919-836-1642 for clinic appointments; crisis assistance available for food and utility needs.,Llame al 919-836-1642 para citas de clínica; asistencia en crisis disponible para alimentos y servicios públicos.,Clinic Monday–Friday; call for crisis assistance hours,raleigh|wake|healthcare|clinic|basic-needs|reentry,Primary care|Prescription assistance|Crisis food assistance|Utility assistance|Benefits referrals,Wake,Wake,single
22,Good Shepherd Center — Wilmington,basic-needs,Wilmington / New Hanover County,"Good Shepherd Center in Wilmington provides emergency shelter, meals, case management, and reentry resource navigation for unhoused adults in New Hanover County including returning citizens recently released from local jail or state custody. Direct services at the Wilmington campus include day shelter access and connections to coastal North Carolina housing and employment partners—not a statewide hotline.","Good Shepherd Center en Wilmington proporciona refugio de emergencia, comidas, manejo de casos y navegación de recursos de reinserción para adultos sin hogar en el condado New Hanover incluidos ciudadanos que regresan recién liberados de la cárcel local o custodia estatal. Servicios directos incluyen acceso a refugio diurno y conexiones con aliados de vivienda y empleo.",811 Martin Street,Wilmington,910-763-4424,,https://goodshepherdcenter.org,Unhoused adults in New Hanover County; justice-involved individuals welcome for shelter and navigation services.,Adultos sin hogar en el condado New Hanover; personas con antecedentes penales bienvenidas para refugio y navegación.,Call 910-763-4424 for intake; connects to NCWorks Wilmington and New Hanover reentry partners.,Llame al 910-763-4424 para admisión; conecta con NCWorks Wilmington y aliados de reinserción de New Hanover.,Contact for shelter and day services hours,wilmington|new-hanover|basic-needs|shelter|reentry|meals,Emergency shelter|Day shelter|Meals|Case management|Reentry resource navigation,New Hanover,New Hanover,single
23,NCDAC Division of Community Supervision — Statewide,probation-parole,Statewide,"The North Carolina Department of Adult Correction Division of Community Supervision provides probation, parole, and post-release supervision for more than 84,000 justice-involved adults across all 100 counties. More than 2,000 certified officers staff 273 field offices, connecting returning citizens to local reentry partners for housing, employment, treatment, and compliance reporting. Contact your assigned officer—not a walk-in benefits or emergency housing center.","La División de Supervisión Comunitaria del Departamento de Corrección para Adultos de Carolina del Norte brinda libertad condicional, probatoria y supervisión posterior a la liberación a más de 84.000 adultos en los 100 condados. Más de 2.000 oficiales certificados conectan a quienes regresan con aliados locales para vivienda, empleo y tratamiento. Contacte a su oficial asignado; no es un centro de beneficios ni de vivienda de emergencia.",2020 Yonkers Road,Raleigh,919-716-3100,,https://www.dac.nc.gov/divisions-and-sections/community-supervision,"Adults under NCDAC probation, parole, or post-release supervision in North Carolina; report to assigned community supervision officer.","Adultos bajo supervisión probatoria, libertad condicional o post-liberación de NCDAC en Carolina del Norte; reporte al oficial asignado.",Find local offices at dac.nc.gov community supervision directory; statewide hotline 919-716-3100 for division information.,Encuentre oficinas locales en el directorio de supervisión comunitaria de dac.nc.gov; línea estatal 919-716-3100.,Field offices typically Monday–Friday business hours,statewide|probation-parole|NCDAC|community-supervision|reentry,Probation supervision|Parole supervision|Post-release supervision|Compliance reporting|Reentry resource referrals,Wake,,statewide
