id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
11,SAMHSA National Helpline,substance-use-treatment,Statewide,"SAMHSA National Helpline is a statewide or regional referral resource for Georgians affected by the criminal justice system. Free confidential 24/7 treatment referral and information service for individuals and families facing mental health or substance use disorders. Provides referrals to local treatment facilities and community organizations in Georgia and nationwide. Spanish-language support available through trained specialists. Users can search by location, service type, or need to find active providers in throughout Georgia. Specialists or online tools help match people to housing, treatment, employment, legal aid, or benefits resources operated by other organizations. This entry describes a navigation hub—staff here do not replace direct services at partner agencies.","SAMHSA National Helpline es un recurso de referencia estatal o regional para georgianos afectados por el sistema de justicia penal. Los usuarios pueden buscar por ubicación, tipo de servicio o necesidad para encontrar proveedores activos en en todo Georgia. Herramientas en línea o especialistas ayudan a conectar con vivienda, tratamiento, empleo, asistencia legal o beneficios operados por otras organizaciones. Esta entrada describe un centro de navegación—el personal no reemplaza servicios directos en agencias aliadas.",,,800-662-4357,,https://www.samhsa.gov/find-help/national-helpline,Open to anyone in the United States seeking substance use or mental health treatment information and referrals.,Abierto a cualquier persona en Estados Unidos que busque información y referencias de tratamiento.,TTY 800-487-4889; also use FindTreatment.gov to search Georgia providers online.,TTY 800-487-4889; también use FindTreatment.gov para buscar proveedores en Georgia.,Available 24/7,statewide|hotline|substance-use|treatment-referral|national,Partner referrals|Substance use treatment,,,statewide,
12,FindTreatment.gov — Georgia Provider Search,substance-use-treatment,Statewide,"FindTreatment.gov — Georgia Provider Search serves justice-involved adults and families rebuilding stability after incarceration in throughout Georgia. SAMHSA's online treatment locator helping Georgia residents find substance use and mental health treatment providers by location, service type, and payment options including Medicaid. Justice-involved individuals can search outpatient, residential, and MAT providers before or after release from GDC custody or county jails. Treatment may require assessment, insurance or Medicaid enrollment, and referral from courts or corrections for some beds—call intake to confirm openings. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","FindTreatment.gov — Georgia Provider Search sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Georgia. El tratamiento puede requerir evaluación, seguro o Medicaid y referencia de tribunales o correcciones para algunas plazas—llame a admisión para confirmar disponibilidad. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",,,,,https://findtreatment.gov,Open to anyone searching for treatment; provider admission rules vary.,Abierto a cualquier persona que busque tratamiento; las reglas de admisión varían según el proveedor.,"Search findtreatment.gov by Georgia county or city; filter for MAT, outpatient, or residential services.","Busque en findtreatment.gov por condado o ciudad de Georgia; filtre por TMO, ambulatorio o residencial.",Website 24/7,statewide|substance-use|online|MAT|treatment-locator,Partner referrals|Addiction treatment referrals|Substance use treatment|Residential program finder,,,statewide,
13,Georgia Department of Driver Services — ID Services,id-documentation,Statewide,"Georgia Department of Driver Services issues state ID cards and driver's licenses required for employment, housing, and benefits enrollment after release. Returning citizens can apply for a Georgia ID at Customer Service Centers statewide with proof of identity and residency. Not a vital records office—contact county probate court for birth certificates.","El Departamento de Servicios de Conductores de Georgia emite tarjetas de identificación estatal y licencias de conducir necesarias para empleo, vivienda e inscripción en beneficios después de la liberación. Los ciudadanos que regresan pueden solicitar una identificación de Georgia en Centros de Servicio al Cliente con prueba de identidad y residencia. No es oficina de registros vitales.",2206 East View Parkway,Conyers,678-413-8400,,https://dds.georgia.gov,Georgia residents with required identity and residency documentation; fees apply for ID cards and licenses.,Residentes de Georgia con documentación requerida de identidad y residencia; aplican tarifas para tarjetas de identificación.,Find Customer Service Centers at dds.georgia.gov/locations; bring certified birth certificate or passport plus proof of Georgia residency.,Encuentre Centros de Servicio en dds.georgia.gov/locations; traiga certificado de nacimiento o pasaporte más prueba de residencia.,Customer Service Center hours vary; check dds.georgia.gov,statewide|id-documentation|DDS|drivers-license|reentry,State ID card issuance|Driver's license services|ID renewal|Customer Service Center locator,Rockdale,,statewide,accepts_criminal_record
14,Georgia Department of Public Health — Vital Records,id-documentation,Statewide,"Georgia Department of Public Health — Vital Records serves justice-involved adults and families rebuilding stability after incarceration in throughout Georgia. Georgia Department of Public Health Vital Records office processes requests for birth and death certificates needed for state ID, Medicaid, and employment applications after release. Returning citizens can order certified copies online or by mail with acceptable identification. Processing times vary—order early in reentry planning. Fees, proof of identity, and residency documents apply; reentry resources and legal aid partners often help gather required paperwork. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Georgia Department of Public Health — Vital Records sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Georgia. Aplican tarifas, prueba de identidad y documentos de residencia; recursos de reinserción y aliados legales suelen ayudar a reunir el papeleo requerido. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",1680 Phoenix Boulevard,Atlanta,404-679-4702,,https://dph.georgia.gov/vital-records,Individuals with legal right to request the record; acceptable ID required; fees apply per certificate.,Personas con derecho legal a solicitar el registro; se requiere identificación aceptable; aplican tarifas por certificado.,Order online at dph.georgia.gov/vital-records or call 404-679-4702; allow processing time before ID appointments.,Ordene en línea en dph.georgia.gov/vital-records o llame al 404-679-4702; permita tiempo de procesamiento antes de citas de identificación.,"Monday–Friday, 8:00 a.m.–4:30 p.m. ET",statewide|id-documentation|vital-records|birth-certificate|reentry|georgia|fulton,Document assistance|Certified copy processing,Fulton,,statewide,accepts_criminal_record
15,Georgia Department of Veterans Service — Reentry Supports,veterans,Statewide,"The Georgia Department of Veterans Service helps justice-involved veterans access VA benefits, disability claims, employment programs, and housing resources through county veterans service offices in every county. Veterans released from incarceration may qualify for VA health care, vocational rehabilitation, and veteran treatment court supports. Not emergency shelter—benefits navigation and advocacy.","El Departamento de Servicios para Veteranos de Georgia ayuda a veteranos con antecedentes penales a acceder a beneficios del VA, reclamaciones de discapacidad, programas de empleo y recursos de vivienda a través de oficinas de servicios para veteranos del condado. Los veteranos liberados de la encarcelación pueden calificar para atención médica del VA y tribunales de tratamiento para veteranos.",270 Washington Street SW,Atlanta,404-656-2300,,https://veterans.georgia.gov,Honorably discharged or qualifying Georgia veterans and their dependents; service documentation required.,Veteranos de Georgia con baja honorable o calificados y sus dependientes; se requiere documentación de servicio.,Find your county veterans service office at veterans.georgia.gov/find-your-cvs-office; free benefits claims assistance.,Encuentre su oficina de servicios para veteranos del condado en veterans.georgia.gov; asistencia gratuita con reclamaciones.,County offices Monday–Friday business hours,statewide|veterans|VA-benefits|reentry|justice-involved-veterans,VA benefits claims assistance|Disability claims navigation|Employment program referrals|Veterans treatment court support,Fulton,,statewide,accepts_criminal_record
16,Action Ministries — Reentry & Housing (Atlanta),reentry-organizations,Atlanta / Fulton County,"Action Ministries (Action Pact) provides housing navigation, emergency assistance, and workforce supports for individuals and families experiencing homelessness and poverty in metro Atlanta including returning citizens seeking stable housing and employment after incarceration. Programs include transitional housing referrals, utility assistance, and job readiness—not a walk-in emergency shelter at all locations.","Action Ministries (Action Pact) ofrece navegación de vivienda, asistencia de emergencia y apoyos de fuerza laboral para personas y familias sin hogar y en pobreza en el metro de Atlanta, incluidos ciudadanos que regresan que buscan vivienda estable y empleo después de la encarcelación. Los programas incluyen referencias de vivienda transicional, asistencia de servicios públicos y preparación laboral.",1700 Century Circle NE,Atlanta,404-881-1991,,https://actionministries.net,Low-income metro Atlanta residents including justice-involved individuals; program-specific requirements vary.,Residentes de bajos ingresos del metro de Atlanta incluidas personas con antecedentes penales; los requisitos varían según el programa.,Visit actionministries.net or call 404-881-1991 for program intake; multiple metro locations serve Fulton and surrounding counties.,Visite actionministries.net o llame al 404-881-1991 para admisión; múltiples ubicaciones sirven Fulton y condados circundantes.,Contact for current hours,atlanta|fulton|reentry|housing|employment|reentry-organizations,Housing navigation|Emergency assistance|Workforce supports|Transitional housing referrals|Utility assistance,Fulton,Fulton|DeKalb|Cobb|Gwinnett,multi,accepts_criminal_record
17,Crossroads Community Ministries — Atlanta,basic-needs,Atlanta / Fulton County,"Crossroads Community Ministries at the Atlanta Day Shelter provides meals, mail service, case management, and reentry resource navigation for unhoused adults in downtown Atlanta including returning citizens recently released from Fulton County Jail or state custody. Direct services at the day shelter—not overnight housing at this location.","Crossroads Community Ministries en el Refugio Diurno de Atlanta proporciona comidas, servicio de correo, manejo de casos y navegación de recursos de reinserción para adultos sin hogar en el centro de Atlanta, incluidos ciudadanos que regresan recién liberados de la cárcel del condado Fulton o custodia estatal. Servicios directos en el refugio diurno, no vivienda nocturna en esta ubicación.",420 Courtland Street NE,Atlanta,404-681-5777,,https://www.crossroadsatlanta.org,Unhoused adults in metro Atlanta; justice-involved individuals welcome for day services and navigation.,Adultos sin hogar en el metro de Atlanta; personas con antecedentes penales bienvenidas para servicios diurnos.,Day shelter services; call 404-681-5777 for hours; connects to housing and employment partners in Fulton County.,Servicios de refugio diurno; llame al 404-681-5777; conecta con aliados de vivienda y empleo en el condado Fulton.,Monday–Friday day shelter hours; call for schedule,atlanta|fulton|basic-needs|day-shelter|reentry|meals,Day shelter meals|Mail service|Case management|Reentry resource navigation|Hygiene access,Fulton,Fulton,single,accepts_criminal_record
18,Union Mission — Savannah Reentry Services,reentry-organizations,Savannah / Chatham County,"Union Mission in Savannah provides emergency shelter, transitional housing, behavioral health, and workforce development for individuals experiencing homelessness including justice-involved adults returning to Chatham County after incarceration. Staff coordinate with Georgia DCS, local courts, and employers on reentry plans. Direct services at Savannah campus—not a statewide hotline.","Union Mission en Savannah ofrece refugio de emergencia, vivienda transicional, salud conductual y desarrollo de fuerza laboral para personas sin hogar, incluidos adultos con antecedentes penales que regresan al condado Chatham después de la encarcelación. El personal coordina con DCS de Georgia, tribunales locales y empleadores en planes de reinserción.",120 Fahm Street,Savannah,912-232-1979,,https://www.unionmission.org,Adults experiencing homelessness or housing instability in Chatham County; justice-involved individuals accepted per program policy.,Adultos sin hogar o con inestabilidad de vivienda en el condado Chatham; personas con antecedentes penales aceptadas según política del programa.,"Call 912-232-1979 for intake; multiple Savannah programs include shelter, recovery housing, and employment services.","Llame al 912-232-1979 para admisión; múltiples programas en Savannah incluyen refugio, vivienda de recuperación y empleo.",Contact for program hours,savannah|chatham|reentry|housing|workforce|reentry-organizations,Emergency shelter|Transitional housing|Behavioral health|Workforce development|Reentry case management,Chatham,Chatham,single,
19,Valley Rescue Mission — Columbus,housing,Columbus / Muscogee County,"Valley Rescue Mission in Columbus provides emergency shelter, recovery housing, meals, and life recovery programming for men and women experiencing homelessness including returning citizens released from Muscogee County Jail or nearby state prisons. Faith-based direct services with case management and workforce preparation—not a DCS referral-only program.","Valley Rescue Mission en Columbus ofrece refugio de emergencia, vivienda de recuperación, comidas y programación de recuperación de vida para hombres y mujeres sin hogar, incluidos ciudadanos que regresan liberados de la cárcel del condado Muscogee o prisiones estatales cercanas. Servicios directos con manejo de casos y preparación laboral.",2901 2nd Avenue,Columbus,706-327-3259,,https://www.valleyrescuemission.org,Adults experiencing homelessness in Columbus-Muscogee area; program-specific requirements for recovery housing.,Adultos sin hogar en el área Columbus-Muscogee; requisitos específicos del programa para vivienda de recuperación.,Call 706-327-3259 for intake; men's and women's programs available; connects to WorkSource Columbus career center.,Llame al 706-327-3259 para admisión; programas para hombres y mujeres disponibles; conecta con WorkSource Columbus.,Contact for intake hours,columbus|muscogee|housing|shelter|recovery|reentry,Emergency shelter|Recovery housing|Meals|Life recovery programming|Case management|Workforce preparation,Muscogee,Muscogee,single,accepts_criminal_record
20,Golden Harvest Food Bank — Augusta,food-nutrition,Augusta / CSRA,"Golden Harvest Food Bank serves the Central Savannah River Area with food pantry partnerships, mobile food distributions, and SNAP application assistance for low-income residents including returning citizens reestablishing food security in Richmond, Columbia, Burke, and surrounding counties. A regional food bank—not a walk-in emergency shelter.","Golden Harvest Food Bank sirve el Área Central del Río Savannah con alianzas de despensas de alimentos, distribuciones móviles y asistencia para solicitudes de SNAP para residentes de bajos ingresos, incluidos ciudadanos que regresan que restablecen seguridad alimentaria en Richmond, Columbia, Burke y condados circundantes.",3310 Commerce Drive,Augusta,706-736-1199,,https://www.goldenharvest.org,Low-income residents of CSRA counties; partner pantries may have additional requirements.,Residentes de bajos ingresos de condados del CSRA; las despensas aliadas pueden tener requisitos adicionales.,Find partner pantries at goldenharvest.org; call 706-736-1199; SNAP outreach available in service area.,Encuentre despensas aliadas en goldenharvest.org; llame al 706-736-1199; alcance de SNAP disponible.,Food bank Monday–Friday business hours; pantry hours vary,augusta|richmond|food-bank|SNAP|CSRA|reentry,Food pantry network|Mobile food distribution|SNAP application assistance|Partner agency referrals|Nutrition programs,Richmond,Richmond|Columbia|Burke|McDuffie|Jefferson|Glascock|Warren|Taliaferro|Lincoln|Wilkes,multi,accepts_criminal_record
21,Macon-Bibb Economic Opportunity Council — Reentry,reentry-organizations,Macon / Bibb County,"Macon-Bibb Economic Opportunity Council provides workforce development, emergency assistance, Head Start referrals, and community action programs for low-income Bibb County residents including justice-involved adults seeking employment and stability after release from local jail or state custody. A community action agency—not emergency overnight shelter.","Macon-Bibb Economic Opportunity Council ofrece desarrollo de fuerza laboral, asistencia de emergencia, referencias Head Start y programas de acción comunitaria para residentes de bajos ingresos del condado Bibb, incluidos adultos con antecedentes penales que buscan empleo y estabilidad después de la liberación.",653 Second Street,Macon,478-745-0035,,https://www.mbeoc.org,Low-income Macon-Bibb County residents; program-specific income guidelines apply.,Residentes de bajos ingresos del condado Macon-Bibb; aplican pautas de ingresos específicas del programa.,Call 478-745-0035 for intake; connects to WorkSource Macon and local reentry partners.,Llame al 478-745-0035 para admisión; conecta con WorkSource Macon y aliados locales de reinserción.,Monday–Friday business hours,macon|bibb|reentry|workforce|community-action,Workforce development|Emergency assistance|Community action programs|Head Start referrals|Reentry partner navigation,Bibb,Bibb,single,accepts_criminal_record
22,Georgia Department of Community Supervision — Reentry Partnership Housing (RPH),housing,Statewide,"The Reentry Partnership Housing (RPH) Program is a statewide collaboration among the Georgia Department of Community Affairs, Department of Community Supervision, Department of Corrections, and Council of Accountability Court Judges. Certified providers offer short-term stable housing and food access for up to six months to parolees, probationers, and accountability court participants who lack valid residence plans at release. Returning citizens are referred through DCS field offices—not a walk-in shelter program.","El Programa de Vivienda de Asociación para la Reinserción (RPH) es una colaboración estatal entre el Departamento de Asuntos Comunitarios, Supervisión Comunitaria, Correcciones y el Consejo de Jueces de Tribunales de Responsabilidad de Georgia. Proveedores certificados ofrecen vivienda estable a corto plazo y acceso a alimentos hasta por seis meses a personas en libertad condicional, probatoria o tribunales de responsabilidad sin plan de residencia válido al salir. Los ciudadanos que regresan son referidos por oficinas de campo de DCS, no es un refugio sin cita.",2 Martin Luther King Jr. Drive SE,Atlanta,404-656-4696,,https://dca.georgia.gov/affordable-housing/special-needs-housing/reentry-partnership-housing-rph,"Individuals under DCS parole or probation supervision or active in felony drug, mental health, veterans, or family accountability courts who lack valid housing plans; referral required through DCS.",Personas bajo supervisión de libertad condicional o probatoria de DCS o activas en tribunales de responsabilidad sin plan de vivienda válido; se requiere referencia de DCS.,Contact RPH@dca.ga.gov or visit dca.georgia.gov RPH page; individuals must work with their DCS officer for placement.,Contacte RPH@dca.ga.gov; las personas deben trabajar con su oficial de DCS para colocación.,Contact for current hours,statewide|housing|RPH|DCS|reentry,Short-term reentry housing|Food access|Accountability court housing|DCS referral placement|Provider certification,Fulton,,statewide,accepts_criminal_record|referral_required
