id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
11,IL-AFLAN — Illinois Armed Forces Legal Aid Network,veterans,Statewide,"IL-AFLAN — Illinois Armed Forces Legal Aid Network serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. IL-AFLAN provides free civil legal assistance to Illinois veterans, service members, and families including justice-involved veterans navigating discharge upgrades, VA benefits, housing, and record-related civil matters. Hotline connects callers to pro bono attorneys—not VA medical emergency services. VA eligibility and discharge status affect which benefits apply; ask specifically for justice-involved veteran or VJO/HCRV services when calling. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","IL-AFLAN — Illinois Armed Forces Legal Aid Network sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. La elegibilidad del VA y el tipo de baja afectan qué beneficios aplican; pida específicamente servicios VJO/HCRV o para veteranos en el sistema de justicia al llamar. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",,Chicago,855-452-3526,,https://www.ilaflan.org,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 855-452-3526; visit https://www.ilaflan.org. Contact for current hours.","Para admisión actual, llame al 855-452-3526; visite https://www.ilaflan.org. Contact for current hours.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|veterans|cook,Partner referrals|Reentry navigation,Cook,,statewide,
12,SAMHSA National Helpline,substance-use-treatment,Statewide,"SAMHSA National Helpline is a statewide or regional referral resource for Illinoisans affected by the criminal justice system. Free confidential 24/7 treatment referral and information service for individuals and families facing mental health or substance use disorders. Provides referrals to local treatment facilities and community organizations in Illinois and nationwide. Spanish-language support available through trained specialists. Users can search by location, service type, or need to find active providers in throughout Illinois. Specialists or online tools help match people to housing, treatment, employment, legal aid, or benefits resources operated by other organizations. This entry describes a navigation hub—staff here do not replace direct services at partner agencies.","SAMHSA National Helpline es un recurso de referencia estatal o regional para illinoenses afectados por el sistema de justicia penal. Los usuarios pueden buscar por ubicación, tipo de servicio o necesidad para encontrar proveedores activos en en todo Illinois. Herramientas en línea o especialistas ayudan a conectar con vivienda, tratamiento, empleo, asistencia legal o beneficios operados por otras organizaciones. Esta entrada describe un centro de navegación—el personal no reemplaza servicios directos en agencias aliadas.",,,800-662-4357,,https://www.samhsa.gov/find-help/national-helpline,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 800-662-4357; visit https://www.samhsa.gov/find-help/national-helpline. Contact for current hours. Bring photo ID, proof of release or supervision, and any court paperwork when applying.","Para admisión actual, llame al 800-662-4357; visite https://www.samhsa.gov/find-help/national-helpline. Contact for current hours. Lleve identificación con foto, prueba de liberación o supervisión y documentos judiciales al solicitar.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|substance-use-treatment,Partner referrals|Reentry navigation,,,statewide,
13,FindTreatment.gov — Illinois Provider Search,substance-use-treatment,Statewide,"FindTreatment.gov — Illinois Provider Search serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. SAMHSA's online treatment locator helping Illinois residents find substance use and mental health treatment providers by location, service type, and payment options including Medicaid. Justice-involved individuals can search outpatient, residential, and MAT providers before or after release. Treatment may require assessment, insurance or Medicaid enrollment, and referral from courts or corrections for some beds—call intake to confirm openings. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","FindTreatment.gov — Illinois Provider Search sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. El tratamiento puede requerir evaluación, seguro o Medicaid y referencia de tribunales o correcciones para algunas plazas—llame a admisión para confirmar disponibilidad. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",,,,,https://findtreatment.gov,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, visit https://findtreatment.gov. Contact for current hours. Bring photo ID, proof of release or supervision, and any court paperwork when applying.","Para admisión actual, visite https://findtreatment.gov. Contact for current hours. Lleve identificación con foto, prueba de liberación o supervisión y documentos judiciales al solicitar.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|substance-use-treatment,Partner referrals|Reentry navigation,,,statewide,
14,IDHS — Pre-Release Benefits Program,financial-assistance,Statewide,"IDHS — Pre-Release Benefits Program serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. IDHS Pre-Release Program allows approved IDOC facilities to submit SNAP and medical assistance applications within ten days of a person's release from incarceration, helping returning citizens establish food and health benefits before community reentry. Coordinated through facility reentry staff and county FCRC offices. Bring proof of identity, income, and release or residency documents when applying at a county office or online portal. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","IDHS — Pre-Release Benefits Program sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. Lleve prueba de identidad, ingresos y documentos de liberación o residencia al solicitar en una oficina del condado o portal en línea. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",100 S. Grand Avenue East,Springfield,1-800-843-6154,,https://www.dhs.state.il.us/page.aspx?item=29725,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 1-800-843-6154; visit https://www.dhs.state.il.us/page.aspx?item=29725. Contact for current hours.","Para admisión actual, llame al 1-800-843-6154; visite https://www.dhs.state.il.us/page.aspx?item=29725. Contact for current hours.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|financial-assistance|sangamon,Partner referrals|Reentry navigation,Sangamon,,statewide,accepts_criminal_record
15,Illinois Department of Healthcare and Family Services — Medicaid,healthcare,Statewide,"Illinois Department of Healthcare and Family Services — Medicaid serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. Illinois HFS administers Medicaid, All Kids, and managed care programs statewide helping returning citizens verify enrollment and connect to health plans after ABE application. Criminal record is generally not a barrier to Medicaid eligibility for income-qualified Illinois residents. Services are available on a sliding fee or Medicaid basis for eligible patients; bring ID and release paperwork when establishing care after incarceration. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Illinois Department of Healthcare and Family Services — Medicaid sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. Los servicios están disponibles con tarifa móvil o Medicaid para pacientes elegibles; lleve identificación y documentos de liberación al establecer atención después de la encarcelación. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",201 S. LaSalle Street,Chicago,800-226-0768,,https://www.hfs.illinois.gov,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 800-226-0768; visit https://www.hfs.illinois.gov. Contact for current hours. Bring photo ID, proof of release or supervision, and any court paperwork when applying.","Para admisión actual, llame al 800-226-0768; visite https://www.hfs.illinois.gov. Contact for current hours. Lleve identificación con foto, prueba de liberación o supervisión y documentos judiciales al solicitar.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|healthcare|cook,Partner referrals|Reentry navigation,Cook,,statewide,
16,Illinois Secretary of State — Driver & State ID Services,id-documentation,Statewide,"Illinois Secretary of State — Driver & State ID Services serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. Illinois Secretary of State provides REAL ID-compliant driver's licenses, state identification cards, and credential reinstatement at branch offices statewide. Reentry partners help returning citizens gather proof of identity and residency documents required for employment and ABE benefits after incarceration. Fees, proof of identity, and residency documents apply; reentry resources and legal aid partners often help gather required paperwork. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Illinois Secretary of State — Driver & State ID Services sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. Aplican tarifas, prueba de identidad y documentos de residencia; recursos de reinserción y aliados legales suelen ayudar a reunir el papeleo requerido. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",,Springfield,888-SOS-ILLINO,,https://www.ilsos.gov,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 888-SOS-ILLINO; visit https://www.ilsos.gov. Contact for current hours.","Para admisión actual, llame al 888-SOS-ILLINO; visite https://www.ilsos.gov. Contact for current hours.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|id-documentation|sangamon,Partner referrals|Reentry navigation,Sangamon,,statewide,accepts_criminal_record
17,Illinois Department of Veterans Affairs,veterans,Statewide,"Illinois Department of Veterans Affairs serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. Illinois Department of Veterans Affairs connects veterans and families to federal VA benefits, state veteran programs, and county Veterans Service Officers statewide including justice-involved veterans navigating healthcare enrollment and benefits restoration after incarceration. VA eligibility and discharge status affect which benefits apply; ask specifically for justice-involved veteran or VJO/HCRV services when calling. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Illinois Department of Veterans Affairs sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. La elegibilidad del VA y el tipo de baja afectan qué beneficios aplican; pida específicamente servicios VJO/HCRV o para veteranos en el sistema de justicia al llamar. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",833 S. Spring Street,Springfield,800-437-9824,,https://www.illinois.gov/veterans,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 800-437-9824; visit https://www.illinois.gov/veterans. Contact for current hours.","Para admisión actual, llame al 800-437-9824; visite https://www.illinois.gov/veterans. Contact for current hours.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|veterans|sangamon,Partner referrals|Reentry navigation,Sangamon,,statewide,accepts_criminal_record
18,Illinois Housing Development Authority,housing,Statewide,"Illinois Housing Development Authority serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. Illinois Housing Development Authority provides affordable housing resources, rental assistance programs, and the Illinois Housing Search locator for low-income residents including returning citizens seeking income-restricted rental units and emergency rental assistance when programs are open. Resources may include case management, sobriety requirements, or referral from corrections partners—confirm admission steps before visiting. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Illinois Housing Development Authority sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. Los recursos pueden incluir manejo de casos, requisitos de sobriedad o referencia de socios correccionales—confirme los pasos de admisión antes de visitar. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",111 E. Wacker Drive,Chicago,312-386-8000,,https://www.ihda.org,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 312-386-8000; visit https://www.ihda.org. Contact for current hours. Bring photo ID, proof of release or supervision, and any court paperwork when applying.","Para admisión actual, llame al 312-386-8000; visite https://www.ihda.org. Contact for current hours. Lleve identificación con foto, prueba de liberación o supervisión y documentos judiciales al solicitar.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|housing|cook,Partner referrals|Reentry navigation,Cook,,statewide,accepts_criminal_record|referral_required
19,Illinois Criminal Justice Information Authority,reentry-organizations,Statewide,"Illinois Criminal Justice Information Authority serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. ICJIA coordinates research, grant-funded reentry initiatives, and policy resources connecting Illinois communities to evidence-based reentry services through provider networks statewide—a navigation and policy hub, not an emergency shelter or cash assistance provider. Coalition and navigator resources connect returning citizens to local partners—they rarely provide emergency shelter, cash aid, or 24/7 crisis response on their own. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Illinois Criminal Justice Information Authority sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. Las coaliciones y recursos de navegación conectan a ciudadanos que regresan con aliados locales—rara vez ofrecen refugio de emergencia, efectivo o respuesta de crisis 24/7 por sí solos. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",300 W. Adams Street,Chicago,312-793-8550,,https://www.icjia.state.il.us,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 312-793-8550; visit https://www.icjia.state.il.us. Contact for current hours.","Para admisión actual, llame al 312-793-8550; visite https://www.icjia.state.il.us. Contact for current hours.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|reentry-organizations|cook,Partner referrals|Reentry navigation,Cook,,statewide,accepts_criminal_record
20,Community Action Association of Illinois,basic-needs,Statewide,"Community Action Association of Illinois serves justice-involved adults and families rebuilding stability after incarceration in throughout Illinois. Illinois Community Action Association connects low-income residents to local Community Action Agencies in every county offering utility assistance, weatherization, emergency aid, and case management. Returning citizens can locate county CAA offices for basic needs support after release. Availability varies by season and donations; call ahead when possible to confirm clothing, hygiene kits, or furniture pickup hours. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Community Action Association of Illinois sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Illinois. La disponibilidad varía según la temporada y donaciones; llame cuando sea posible para confirmar horarios de ropa, kits de higiene o muebles. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",2610 N. Walnut Street,Springfield,217-528-8400,,https://www.icaaonline.org,Illinois residents meeting program requirements; criminal record generally not a barrier to information and referral services.,Residentes de Illinois que cumplan requisitos del programa; los antecedentes penales generalmente no son barrera para información y referencias.,"For current intake, call 217-528-8400; visit https://www.icaaonline.org. Contact for current hours. Bring photo ID, proof of release or supervision, and any court paperwork when applying.","Para admisión actual, llame al 217-528-8400; visite https://www.icaaonline.org. Contact for current hours. Lleve identificación con foto, prueba de liberación o supervisión y documentos judiciales al solicitar.",Contact for current hours; confirm before visiting,statewide|illinois|reentry|basic-needs|sangamon,Partner referrals|Reentry navigation,Sangamon,,statewide,accepts_criminal_record
