id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
11,Texas DPS — Driver License & ID,id-documentation,Statewide,"Texas DPS — Driver License & ID connects justice-involved Texans across all 254 counties to reentry supports including Your Texas Benefits, Workforce Solutions, Medicaid, and local housing and treatment partners before and after release from TDCJ custody or county jails. This resource provides planning, referrals, and navigation—not emergency cash or walk-in crisis shelter unless noted.","Texas DPS — Driver License & ID conecta a texanos con antecedentes penales en los 254 condados con apoyos de reinserción incluidos Your Texas Benefits, Workforce Solutions, Medicaid y aliados locales de vivienda y tratamiento antes y después de la liberación de custodia TDCJ o cárceles del condado.",,Austin,512-424-2600,,https://www.dps.texas.gov/section/driver-license,Texas residents and justice-involved individuals; specific program eligibility varies; contact for intake.,Residentes de Texas y personas con antecedentes penales; la elegibilidad específica del programa varía; contacte para admisión.,"For current intake, call 512-424-2600; visit https://www.dps.texas.gov/section/driver-license. Hours vary; check official website.","Para admisión actual, llame al 512-424-2600; visite https://www.dps.texas.gov/section/driver-license. Hours vary; check official website.",Hours vary; check official website,statewide|id-documentation|DPS|drivers-license|state-id|reentry,Document assistance|ID renewal|Partner referrals,Travis,,statewide,accepts_criminal_record
12,Texas Vital Records,id-documentation,Statewide,"Texas Vital Records connects justice-involved Texans across all 254 counties to reentry supports including Your Texas Benefits, Workforce Solutions, Medicaid, and local housing and treatment partners before and after release from TDCJ custody or county jails. This resource provides planning, referrals, and navigation—not emergency cash or walk-in crisis shelter unless noted.","Texas Vital Records conecta a texanos con antecedentes penales en los 254 condados con apoyos de reinserción incluidos Your Texas Benefits, Workforce Solutions, Medicaid y aliados locales de vivienda y tratamiento antes y después de la liberación de custodia TDCJ o cárceles del condado.",,Austin,888-963-7111,,https://www.dshs.texas.gov/vital-statistics,Texas residents and justice-involved individuals; specific program eligibility varies; contact for intake.,Residentes de Texas y personas con antecedentes penales; la elegibilidad específica del programa varía; contacte para admisión.,"For current intake, call 888-963-7111; visit https://www.dshs.texas.gov/vital-statistics. Hours vary; check official website.","Para admisión actual, llame al 888-963-7111; visite https://www.dshs.texas.gov/vital-statistics. Hours vary; check official website.",Hours vary; check official website,statewide|id-documentation|vital-records|birth-certificate|reentry,Document assistance|Online ordering,Travis,,statewide,accepts_criminal_record
13,988 Suicide & Crisis Lifeline — Texas,healthcare,Statewide,"988 Suicide & Crisis Lifeline — Texas connects justice-involved Texans across all 254 counties to reentry supports including Your Texas Benefits, Workforce Solutions, Medicaid, and local housing and treatment partners before and after release from TDCJ custody or county jails. This resource provides planning, referrals, and navigation—not emergency cash or walk-in crisis shelter unless noted.","988 Suicide & Crisis Lifeline — Texas conecta a texanos con antecedentes penales en los 254 condados con apoyos de reinserción incluidos Your Texas Benefits, Workforce Solutions, Medicaid y aliados locales de vivienda y tratamiento antes y después de la liberación de custodia TDCJ o cárceles del condado.",,,988,,https://988lifeline.org,Texas residents and justice-involved individuals; specific program eligibility varies; contact for intake.,Residentes de Texas y personas con antecedentes penales; la elegibilidad específica del programa varía; contacte para admisión.,"For current intake, call 988; visit https://988lifeline.org. Hours vary; check official website. Bring photo ID, proof of release or supervision, and any court paperwork when applying.","Para admisión actual, llame al 988; visite https://988lifeline.org. Hours vary; check official website. Lleve identificación con foto, prueba de liberación o supervisión y documentos judiciales al solicitar.",Hours vary; check official website,statewide|hotline|crisis|mental-health|988,Crisis services|Behavioral health services,,,statewide,
14,SAMHSA National Helpline,substance-use-treatment,Statewide,"SAMHSA National Helpline connects justice-involved Texans across all 254 counties to reentry supports including Your Texas Benefits, Workforce Solutions, Medicaid, and local housing and treatment partners before and after release from TDCJ custody or county jails. This resource provides planning, referrals, and navigation—not emergency cash or walk-in crisis shelter unless noted.","SAMHSA National Helpline conecta a texanos con antecedentes penales en los 254 condados con apoyos de reinserción incluidos Your Texas Benefits, Workforce Solutions, Medicaid y aliados locales de vivienda y tratamiento antes y después de la liberación de custodia TDCJ o cárceles del condado.",,,800-662-4357,,https://www.samhsa.gov/find-help/national-helpline,Texas residents and justice-involved individuals; specific program eligibility varies; contact for intake.,Residentes de Texas y personas con antecedentes penales; la elegibilidad específica del programa varía; contacte para admisión.,"For current intake, call 800-662-4357; visit https://www.samhsa.gov/find-help/national-helpline. Hours vary; check official website. Bring photo ID, proof of release or supervision, and any court paperwork when applying.","Para admisión actual, llame al 800-662-4357; visite https://www.samhsa.gov/find-help/national-helpline. Hours vary; check official website. Lleve identificación con foto, prueba de liberación o supervisión y documentos judiciales al solicitar.",Hours vary; check official website,statewide|hotline|substance-use|treatment-referral|national,Partner referrals|Substance use treatment,,,statewide,
15,FindTreatment.gov — Texas Provider Search,substance-use-treatment,Statewide,"FindTreatment.gov — Texas Provider Search connects justice-involved Texans across all 254 counties to reentry supports including Your Texas Benefits, Workforce Solutions, Medicaid, and local housing and treatment partners before and after release from TDCJ custody or county jails. This resource provides planning, referrals, and navigation—not emergency cash or walk-in crisis shelter unless noted.","FindTreatment.gov — Texas Provider Search conecta a texanos con antecedentes penales en los 254 condados con apoyos de reinserción incluidos Your Texas Benefits, Workforce Solutions, Medicaid y aliados locales de vivienda y tratamiento antes y después de la liberación de custodia TDCJ o cárceles del condado.",,,,,https://findtreatment.gov,Texas residents and justice-involved individuals; specific program eligibility varies; contact for intake.,Residentes de Texas y personas con antecedentes penales; la elegibilidad específica del programa varía; contacte para admisión.,"For current intake, visit https://findtreatment.gov. Hours vary; check official website. Bring photo ID, proof of release or supervision, and any court paperwork when applying.","Para admisión actual, visite https://findtreatment.gov. Hours vary; check official website. Lleve identificación con foto, prueba de liberación o supervisión y documentos judiciales al solicitar.",Hours vary; check official website,statewide|substance-use|online|MAT|treatment-locator,Partner referrals|Addiction treatment referrals|Substance use treatment|Residential program finder,,,statewide,
16,TDCJ Reentry Hotline,state-agency,Statewide,"TDCJ Reentry Hotline connects justice-involved Texans across all 254 counties to reentry supports including Your Texas Benefits, Workforce Solutions, Medicaid, and local housing and treatment partners before and after release from TDCJ custody or county jails. This resource provides planning, referrals, and navigation—not emergency cash or walk-in crisis shelter unless noted.","TDCJ Reentry Hotline conecta a texanos con antecedentes penales en los 254 condados con apoyos de reinserción incluidos Your Texas Benefits, Workforce Solutions, Medicaid y aliados locales de vivienda y tratamiento antes y después de la liberación de custodia TDCJ o cárceles del condado.",,,877-887-6151,,https://www.tdcj.texas.gov/divisions/rrd/reentry_program.html,Texas residents and justice-involved individuals; specific program eligibility varies; contact for intake.,Residentes de Texas y personas con antecedentes penales; la elegibilidad específica del programa varía; contacte para admisión.,"For current intake, call 877-887-6151; visit https://www.tdcj.texas.gov/divisions/rrd/reentry_program.html. Hours vary; check official website.","Para admisión actual, llame al 877-887-6151; visite https://www.tdcj.texas.gov/divisions/rrd/reentry_program.html. Hours vary; check official website.",Hours vary; check official website,statewide|hotline|reentry|TDCJ|referral-only,Reentry navigation|Partner referrals|Release planning guidance,,,statewide,
17,Anderson County HHSC — Your Texas Benefits,financial-assistance,Anderson / Anderson County,"The Anderson County HHSC benefits office helps residents apply for and manage SNAP food assistance, TANF cash benefits, and Medicaid through Your Texas Benefits. Justice-involved Texans can restore food and health coverage after release from TDCJ custody or Anderson County Jail using the same Your Texas Benefits account used statewide. Staff at the Anderson service area assist with identity verification, document upload, and renewal—not emergency cash on demand.","La oficina de beneficios HHSC del condado Anderson ayuda a residentes a solicitar y administrar asistencia alimentaria SNAP, beneficios en efectivo TANF y Medicaid a través de Your Texas Benefits. Los texanos en reinserción pueden restablecer cobertura alimentaria y de salud después de salir de la custodia de TDCJ o la cárcel del condado Anderson. El personal del área de servicio de Anderson ayuda con verificación de identidad y documentos.",,Anderson,877-541-7905,,https://yourtexasbenefits.com,"Anderson County residents meeting income and household-size requirements for SNAP, TANF, and Medicaid; criminal record generally not a barrier to SNAP.","Residentes del condado Anderson que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid; los antecedentes penales generalmente no son barrera para SNAP.",Apply online at yourtexasbenefits.com; call 877-541-7905 for Your Texas Benefits customer service; visit the county HHSC office for in-person verification when required.,Solicite en yourtexasbenefits.com; llame al 877-541-7905; visite la oficina HHSC del condado para verificación presencial cuando sea necesario.,Typically Monday–Friday business hours; call ahead,anderson|texas|benefits|SNAP|Medicaid|Your-Texas-Benefits|reentry,SNAP enrollment|TANF application help|Medicaid referral|Document verification|Your Texas Benefits assistance,Anderson,Anderson,single,accepts_criminal_record
18,Andrews County HHSC — Your Texas Benefits,financial-assistance,Andrews / Andrews County,"The Andrews County HHSC benefits office helps residents apply for and manage SNAP food assistance, TANF cash benefits, and Medicaid through Your Texas Benefits. Justice-involved Texans can restore food and health coverage after release from TDCJ custody or Andrews County Jail using the same Your Texas Benefits account used statewide. Staff at the Andrews service area assist with identity verification, document upload, and renewal—not emergency cash on demand.","La oficina de beneficios HHSC del condado Andrews ayuda a residentes a solicitar y administrar asistencia alimentaria SNAP, beneficios en efectivo TANF y Medicaid a través de Your Texas Benefits. Los texanos en reinserción pueden restablecer cobertura alimentaria y de salud después de salir de la custodia de TDCJ o la cárcel del condado Andrews. El personal del área de servicio de Andrews ayuda con verificación de identidad y documentos.",,Andrews,877-541-7905,,https://yourtexasbenefits.com,"Andrews County residents meeting income and household-size requirements for SNAP, TANF, and Medicaid; criminal record generally not a barrier to SNAP.","Residentes del condado Andrews que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid; los antecedentes penales generalmente no son barrera para SNAP.",Apply online at yourtexasbenefits.com; call 877-541-7905 for Your Texas Benefits customer service; visit the county HHSC office for in-person verification when required.,Solicite en yourtexasbenefits.com; llame al 877-541-7905; visite la oficina HHSC del condado para verificación presencial cuando sea necesario.,Typically Monday–Friday business hours; call ahead,andrews|texas|benefits|SNAP|Medicaid|Your-Texas-Benefits|reentry,SNAP enrollment|TANF application help|Medicaid referral|Document verification|Your Texas Benefits assistance,Andrews,Andrews,single,accepts_criminal_record
19,Angelina County HHSC — Your Texas Benefits,financial-assistance,Angelina / Angelina County,"The Angelina County HHSC benefits office helps residents apply for and manage SNAP food assistance, TANF cash benefits, and Medicaid through Your Texas Benefits. Justice-involved Texans can restore food and health coverage after release from TDCJ custody or Angelina County Jail using the same Your Texas Benefits account used statewide. Staff at the Angelina service area assist with identity verification, document upload, and renewal—not emergency cash on demand.","La oficina de beneficios HHSC del condado Angelina ayuda a residentes a solicitar y administrar asistencia alimentaria SNAP, beneficios en efectivo TANF y Medicaid a través de Your Texas Benefits. Los texanos en reinserción pueden restablecer cobertura alimentaria y de salud después de salir de la custodia de TDCJ o la cárcel del condado Angelina. El personal del área de servicio de Angelina ayuda con verificación de identidad y documentos.",,Angelina,877-541-7905,,https://yourtexasbenefits.com,"Angelina County residents meeting income and household-size requirements for SNAP, TANF, and Medicaid; criminal record generally not a barrier to SNAP.","Residentes del condado Angelina que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid; los antecedentes penales generalmente no son barrera para SNAP.",Apply online at yourtexasbenefits.com; call 877-541-7905 for Your Texas Benefits customer service; visit the county HHSC office for in-person verification when required.,Solicite en yourtexasbenefits.com; llame al 877-541-7905; visite la oficina HHSC del condado para verificación presencial cuando sea necesario.,Typically Monday–Friday business hours; call ahead,angelina|texas|benefits|SNAP|Medicaid|Your-Texas-Benefits|reentry,SNAP enrollment|TANF application help|Medicaid referral|Document verification|Your Texas Benefits assistance,Angelina,Angelina,single,accepts_criminal_record
20,Aransas County HHSC — Your Texas Benefits,financial-assistance,Aransas / Aransas County,"The Aransas County HHSC benefits office helps residents apply for and manage SNAP food assistance, TANF cash benefits, and Medicaid through Your Texas Benefits. Justice-involved Texans can restore food and health coverage after release from TDCJ custody or Aransas County Jail using the same Your Texas Benefits account used statewide. Staff at the Aransas service area assist with identity verification, document upload, and renewal—not emergency cash on demand.","La oficina de beneficios HHSC del condado Aransas ayuda a residentes a solicitar y administrar asistencia alimentaria SNAP, beneficios en efectivo TANF y Medicaid a través de Your Texas Benefits. Los texanos en reinserción pueden restablecer cobertura alimentaria y de salud después de salir de la custodia de TDCJ o la cárcel del condado Aransas. El personal del área de servicio de Aransas ayuda con verificación de identidad y documentos.",,Aransas,877-541-7905,,https://yourtexasbenefits.com,"Aransas County residents meeting income and household-size requirements for SNAP, TANF, and Medicaid; criminal record generally not a barrier to SNAP.","Residentes del condado Aransas que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid; los antecedentes penales generalmente no son barrera para SNAP.",Apply online at yourtexasbenefits.com; call 877-541-7905 for Your Texas Benefits customer service; visit the county HHSC office for in-person verification when required.,Solicite en yourtexasbenefits.com; llame al 877-541-7905; visite la oficina HHSC del condado para verificación presencial cuando sea necesario.,Typically Monday–Friday business hours; call ahead,aransas|texas|benefits|SNAP|Medicaid|Your-Texas-Benefits|reentry,SNAP enrollment|TANF application help|Medicaid referral|Document verification|Your Texas Benefits assistance,Aransas,Aransas,single,accepts_criminal_record
21,Archer County HHSC — Your Texas Benefits,financial-assistance,Archer / Archer County,"The Archer County HHSC benefits office helps residents apply for and manage SNAP food assistance, TANF cash benefits, and Medicaid through Your Texas Benefits. Justice-involved Texans can restore food and health coverage after release from TDCJ custody or Archer County Jail using the same Your Texas Benefits account used statewide. Staff at the Archer service area assist with identity verification, document upload, and renewal—not emergency cash on demand.","La oficina de beneficios HHSC del condado Archer ayuda a residentes a solicitar y administrar asistencia alimentaria SNAP, beneficios en efectivo TANF y Medicaid a través de Your Texas Benefits. Los texanos en reinserción pueden restablecer cobertura alimentaria y de salud después de salir de la custodia de TDCJ o la cárcel del condado Archer. El personal del área de servicio de Archer ayuda con verificación de identidad y documentos.",,Archer,877-541-7905,,https://yourtexasbenefits.com,"Archer County residents meeting income and household-size requirements for SNAP, TANF, and Medicaid; criminal record generally not a barrier to SNAP.","Residentes del condado Archer que cumplan requisitos de ingresos y tamaño de hogar para SNAP, TANF y Medicaid; los antecedentes penales generalmente no son barrera para SNAP.",Apply online at yourtexasbenefits.com; call 877-541-7905 for Your Texas Benefits customer service; visit the county HHSC office for in-person verification when required.,Solicite en yourtexasbenefits.com; llame al 877-541-7905; visite la oficina HHSC del condado para verificación presencial cuando sea necesario.,Typically Monday–Friday business hours; call ahead,archer|texas|benefits|SNAP|Medicaid|Your-Texas-Benefits|reentry,SNAP enrollment|TANF application help|Medicaid referral|Document verification|Your Texas Benefits assistance,Archer,Archer,single,accepts_criminal_record
