id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage
11,Arizona Department of Veterans' Services,veterans,Statewide,"The Arizona Department of Veterans' Services helps veterans and their families access federal VA benefits, state tuition waivers, employment preferences, and burial honors through benefits counselors at the Phoenix headquarters and county veterans service offices in every county. Justice-involved veterans can request benefits assistance and referrals to VA medical centers, SSVF housing providers, and ARIZONA@WORK veteran staff after release. Benefits counseling and referrals—not emergency housing or cash assistance.","El Departamento de Veteranos de Arizona ayuda a veteranos y sus familias a acceder a beneficios federales VA, exenciones de matrícula estatal y preferencias de empleo a través de consejeros en la sede de Phoenix y oficinas de servicios para veteranos del condado. Los veteranos en reinserción pueden solicitar asistencia de beneficios y referencias a centros médicos VA.",700 W Washington Street,Phoenix,602-542-8811,,https://dvs.az.gov,"Arizona veterans, service members, and eligible family members; discharge status and benefit type determine services.","Veteranos de Arizona, miembros del servicio y familiares elegibles; el estado de baja y tipo de beneficio determinan los servicios.",Visit dvs.az.gov; call 602-542-8811; find your county veterans service officer through the DVS locator.,Visite dvs.az.gov; llame al 602-542-8811; encuentre su oficial de servicios para veteranos del condado en el localizador DVS.,State office Monday–Friday business hours; CVSO hours vary by county,statewide|veterans|VA-benefits|CVSO|reentry,VA benefits counseling|Disability claims assistance|Employment preference guidance|Tuition waiver information|County CVSO referrals,Maricopa,,statewide
12,Arizona MVD — azmvdnow.gov,id-documentation,Statewide,"The Arizona Motor Vehicle Division issues state ID cards and driver's licenses through azmvdnow.gov and MVD offices statewide, a critical step for justice-involved Arizonans reestablishing identification after release. Many MVD services including ID card renewal and address changes can be completed online; first-time IDs and reinstatements may require an office visit with proof of identity and residency. MVD issues credentials—not legal name change or birth certificate services.","La División de Vehículos Motorizados de Arizona emite tarjetas de identificación estatal y licencias de conducir a través de azmvdnow.gov y oficinas MVD en todo el estado, un paso crítico para arizonenses en reinserción que restablecen identificación después de la liberación. Muchos servicios MVD pueden completarse en línea; las identificaciones por primera vez pueden requerir visita a oficina.",100 N 15th Avenue,Phoenix,602-255-0072,,https://azmvdnow.gov,Arizona residents seeking state ID or driver's license; specific documents required for first issuance after incarceration.,Residentes de Arizona que buscan identificación estatal o licencia de conducir; se requieren documentos específicos para primera emisión después de encarcelación.,Start at azmvdnow.gov; call 602-255-0072; bring certified birth certificate or passport plus two proofs of Arizona residency.,Comience en azmvdnow.gov; llame al 602-255-0072; traiga acta de nacimiento certificada o pasaporte más dos comprobantes de residencia en Arizona.,Online 24/7; office hours vary by location,statewide|id-documentation|MVD|drivers-license|state-id|reentry,State ID issuance|Driver license services|Online credential renewal|Reinstatement guidance|Third-party office locator,Maricopa,,statewide
13,ADHS — Office of Vital Records,id-documentation,Statewide,"The Arizona Department of Health Services Office of Vital Records issues certified birth and death certificates needed for state ID, employment, and benefits applications across Arizona. Returning citizens who lack identity documents can order certified copies online, by mail, or in person at the Phoenix office with acceptable identification or qualified applicant rules. Vital records issuance—not a legal aid or MVD licensing office.","La Oficina de Registros Vitales del Departamento de Servicios de Salud de Arizona emite actas de nacimiento y defunción certificadas necesarias para identificación estatal, empleo y solicitudes de beneficios. Los ciudadanos que regresan sin documentos de identidad pueden solicitar copias certificadas en línea, por correo o en persona en la oficina de Phoenix.",1818 W Adams Street,Phoenix,602-364-1300,,https://www.azdhs.gov/licensing/vital-records,Individuals with legal right to request vital records per Arizona law; qualified applicants may order for others with documentation.,Personas con derecho legal a solicitar registros vitales según la ley de Arizona; solicitantes calificados pueden pedir para otros con documentación.,Order online at azdhs.gov vital records; call 602-364-1300; first-time requests may take 2–3 weeks by mail.,Solicite en línea en azdhs.gov registros vitales; llame al 602-364-1300; las primeras solicitudes pueden tardar 2–3 semanas por correo.,Office Monday–Friday business hours; online ordering 24/7,statewide|id-documentation|birth-certificate|vital-records|reentry,Certified birth certificates|Death certificate issuance|Online vital records orders|Identity document support|Records verification,Maricopa,,statewide
14,988 Suicide & Crisis Lifeline,basic-needs,Statewide,"The 988 Suicide & Crisis Lifeline provides free, confidential 24/7 support for people in mental health, substance use, or suicidal crisis across Arizona, routing to local crisis centers and mobile teams when needed. Justice-involved individuals and families can call or text 988 for immediate emotional support and connections to RBHA crisis services—not ongoing case management or housing placement.","La Línea de Crisis y Prevención del Suicidio 988 ofrece apoyo gratuito y confidencial 24/7 para personas en crisis de salud mental, uso de sustancias o suicidio en Arizona, enrutando a centros de crisis locales cuando sea necesario. Las personas con antecedentes penales y familias pueden llamar o enviar mensaje al 988 para apoyo emocional inmediato.",,,988,,https://988lifeline.org,Anyone in mental health or suicidal crisis in the United States; Spanish-language support available.,Cualquier persona en crisis de salud mental o suicida en los Estados Unidos; apoyo en español disponible.,Call or text 988; chat at 988lifeline.org; veterans press 1; pairs with Arizona RBHA crisis line 1-844-534-4673.,Llame o envíe mensaje al 988; chat en 988lifeline.org; veteranos presionen 1; se vincula con línea de crisis RBHA 1-844-534-4673.,24/7,statewide|crisis|988|mental-health|hotline|reentry,Crisis counseling|Suicide prevention|Substance use crisis support|Local crisis center referral|Spanish-language support,,,statewide
15,SAMHSA National Helpline,substance-use-treatment,Statewide,"The SAMHSA National Helpline at 1-800-662-4357 is a free, confidential, 24/7 treatment referral service connecting callers to local substance use and mental health providers across Arizona and nationwide. Returning citizens and families can receive referrals to RBHA-contracted treatment, MAT providers, and peer support programs by ZIP code. Referral and information only—not a treatment facility or emergency housing provider.","La Línea Nacional de Ayuda de SAMHSA al 1-800-662-4357 es un servicio gratuito, confidencial y 24/7 de referencia a tratamiento que conecta a personas con proveedores locales de uso de sustancias y salud mental en Arizona y a nivel nacional. Solo referencia e información, no un centro de tratamiento.",,,1-800-662-4357,,https://www.samhsa.gov/find-help/national-helpline,Open to anyone seeking substance use or mental health treatment information and referrals; no insurance required to call.,Abierto a cualquier persona que busque información y referencias de tratamiento de uso de sustancias o salud mental; no se requiere seguro para llamar.,Call 1-800-662-4357; TTY 1-800-487-4889; also search findtreatment.gov by Arizona ZIP code.,Llame al 1-800-662-4357; TTY 1-800-487-4889; también busque en findtreatment.gov por código postal de Arizona.,24/7,statewide|substance-use-treatment|SAMHSA|hotline|referral|reentry,Treatment referrals|Provider locator|Mental health resource navigation|Spanish-language helpline|MAT provider information,,,statewide
16,FindTreatment.gov — Arizona Locator,substance-use-treatment,Statewide,"FindTreatment.gov is SAMHSA's searchable directory of licensed substance use and mental health treatment facilities, including outpatient, residential, and medication-assisted treatment providers across all Arizona counties. Justice-involved adults, probation officers, and reentry navigators can filter by payment options including Medicaid and justice-involved programs. Online locator only—not a crisis line or direct admission service.","FindTreatment.gov es el directorio buscable de SAMHSA de centros de tratamiento licenciados de uso de sustancias y salud mental, incluidos proveedores ambulatorios, residenciales y de tratamiento asistido con medicamentos en todos los condados de Arizona. Solo localizador en línea, no línea de crisis.",,,1-800-662-4357,,https://findtreatment.gov,"Open to anyone seeking treatment facility information; filter by Arizona location, services, and payment type.","Abierto a cualquier persona que busque información de centros de tratamiento; filtre por ubicación en Arizona, servicios y tipo de pago.",Search findtreatment.gov by Arizona city or ZIP; call SAMHSA helpline 1-800-662-4357 for navigator help.,Busque en findtreatment.gov por ciudad o código postal de Arizona; llame a la línea SAMHSA 1-800-662-4357.,Online 24/7,statewide|substance-use-treatment|locator|MAT|reentry,Treatment facility search|MAT provider locator|Payment filter tools|Outpatient and residential listings|Justice-involved program filter,,,statewide
17,Arizona Justice Project,legal-aid,Statewide,"The Arizona Justice Project is a nonprofit law clinic that investigates claims of wrongful conviction and assists with post-conviction relief, DNA testing motions, and limited reentry legal support for incarcerated and formerly incarcerated Arizonans. Staff and law school volunteers review cases meeting project criteria—not a general legal aid office for eviction, benefits, or routine expungement.","El Arizona Justice Project es una clínica legal sin fines de lucro que investiga reclamos de condena injusta y ayuda con alivio post-condena, mociones de pruebas de ADN y apoyo legal limitado de reinserción para arizonenses encarcelados y anteriormente encarcelados. No es una oficina general de ayuda legal para desalojo o beneficios.",1102 E McKinley Street,Phoenix,602-262-7144,,https://www.azjusticeproject.org,Cases meeting Arizona Justice Project intake criteria for wrongful conviction or post-conviction claims; limited capacity.,Casos que cumplan criterios de admisión del Arizona Justice Project para condena injusta o reclamos post-condena; capacidad limitada.,Apply through azjusticeproject.org case inquiry form; call 602-262-7144; does not replace CLS for general civil legal aid.,Solicite a través del formulario de consulta en azjusticeproject.org; llame al 602-262-7144; no reemplaza a CLS para ayuda legal civil general.,Office Monday–Friday business hours,statewide|legal-aid|post-conviction|wrongful-conviction|reentry,Post-conviction investigation|DNA testing motions|Wrongful conviction review|Limited reentry legal support|Law student clinic,Maricopa,,statewide
18,DES — SNAP Employment & Training (CAN),employment,Statewide,"Arizona's Connecting Arizona to Next Employment (CAN) program through DES provides SNAP Employment & Training services including job search coaching, skills training referrals, and support services for SNAP recipients statewide including justice-involved adults meeting program rules. Participants work with DES contractors and ARIZONA@WORK partners to satisfy SNAP work requirements and build employment history. E&T program—not standalone cash assistance.",El programa Connecting Arizona to Next Employment (CAN) a través de DES ofrece servicios de Empleo y Capacitación SNAP incluyendo coaching de búsqueda de empleo y referencias de capacitación para beneficiarios SNAP en todo el estado incluidos adultos con antecedentes penales que cumplan las reglas del programa.,1789 W Jefferson Street,Phoenix,1-855-432-7587,,https://des.az.gov/services/employment/snap-employment-training,Arizona SNAP recipients referred to or enrolled in DES Employment & Training; work requirement rules apply.,Beneficiarios SNAP de Arizona referidos o inscritos en Empleo y Capacitación DES; aplican reglas de requisitos de trabajo.,Enroll through county DES office or ARIZONA@WORK referral; call 1-855-432-7587; pairs with healthearizonaplus.gov SNAP account.,Inscríbase a través de la oficina DES del condado o referencia ARIZONA@WORK; llame al 1-855-432-7587.,Program hours vary by contractor and county,statewide|employment|SNAP|E&T|CAN|reentry,SNAP Employment & Training|Job search coaching|Skills training referrals|Work requirement support|ARIZONA@WORK linkage,Maricopa,,statewide
19,ADCRR — Community Reentry Center Overview,reentry-organizations,Statewide,"ADCRR Community Reentry Centers provide structured transitional programming at select facilities and community sites, combining employment readiness, cognitive programming, substance use education, and community partner linkages before release to parole or community supervision. The statewide reentry center model coordinates with ARIZONA@WORK, DES, and local housing providers—not a standalone halfway house open to walk-in public intake.","Los Centros de Reinserción Comunitaria de ADCRR ofrecen programación transicional estructurada en instalaciones seleccionadas y sitios comunitarios, combinando preparación laboral, programación cognitiva, educación sobre uso de sustancias y vínculos con aliados comunitarios antes de la liberación a libertad condicional. No es una casa de transición abierta al público.",701 E Jefferson Street,Phoenix,602-771-5500,,https://corrections.az.gov/adcr/community-reentry,ADCRR inmates assigned to community reentry center programming per classification and release plan; community walk-in not available.,Personas en custodia de ADCRR asignadas a programación del centro de reinserción comunitaria según clasificación y plan de liberación; no hay admisión comunitaria sin cita.,Programming accessed through ADCRR classification and facility reentry staff; public overview at corrections.az.gov/adcr/community-reentry.,La programación se accede a través de clasificación ADCRR y personal de reinserción de la instalación; descripción pública en corrections.az.gov.,Facility programming schedules vary,statewide|reentry|ADCRR|transitional-programming|pre-release,Transitional programming|Employment readiness|Cognitive programming|Community partner linkage|Pre-release coordination,Maricopa,,statewide
20,DES — Benefits Information Line,financial-assistance,Statewide,"The Arizona Department of Economic Security Benefits Information Line connects residents to SNAP, AHCCCS Medicaid, TANF cash assistance, and child care subsidy programs administered through county DES offices in all 15 counties. Returning citizens can call for application status, interview scheduling, and document guidance before visiting their county office in person. Phone and referral support—not a walk-in office.","La Línea de Información de Beneficios del Departamento de Seguridad Económica de Arizona conecta a residentes con programas SNAP, Medicaid AHCCCS, asistencia en efectivo TANF y subsidios de cuidado infantil administrados a través de oficinas DES del condado en los 15 condados. Apoyo telefónico y de referencia, no una oficina presencial.",1789 W Jefferson Street,Phoenix,1-855-432-7587,,https://des.az.gov,Arizona residents applying for or receiving DES benefits; criminal record generally not a barrier to SNAP and Medicaid.,Residentes de Arizona que solicitan o reciben beneficios DES; los antecedentes penales generalmente no son barrera para SNAP y Medicaid.,Call 1-855-432-7587; apply online at healthearizonaplus.gov; find county office at des.az.gov/find-your-local-office.,Llame al 1-855-432-7587; solicite en healthearizonaplus.gov; encuentre oficina del condado en des.az.gov.,Phone line business hours; online 24/7,statewide|benefits|DES|SNAP|Medicaid|reentry,Benefits information|Application status|Interview scheduling|County office referrals|Document guidance,Maricopa,,statewide
21,UMOM New Day Centers,housing,Phoenix / Maricopa County,"UMOM New Day Centers is one of Arizona's largest providers of family and single-adult homeless services in Maricopa County, operating emergency shelter, rapid rehousing, and transitional housing with case management for parents and individuals returning from incarceration. Housing navigators connect residents to DES benefits, ARIZONA@WORK, and Valleywise Health while stabilizing leases across the Phoenix metro. Family and adult shelter intake—not a general cash assistance office.","UMOM New Day Centers es uno de los mayores proveedores de servicios para personas sin hogar familiares y adultos solteros en el condado Maricopa, operando refugio de emergencia, realojamiento rápido y vivienda transicional con manejo de casos para padres e individuos que regresan de la encarcelación.",3333 E Van Buren Street,Phoenix,602-275-7852,,https://www.umom.org,Homeless families and single adults in Maricopa County; justice-involved adults per program policy.,Familias sin hogar y adultos solteros en el condado Maricopa; adultos con antecedentes penales según política del programa.,Call 602-275-7852 for housing intake; visit umom.org for program list; pairs with St. Mary's Food Bank and ARIZONA@WORK.,Llame al 602-275-7852 para admisión de vivienda; visite umom.org; se vincula con St. Mary's Food Bank y ARIZONA@WORK.,Intake Monday–Friday business hours,phoenix|maricopa|housing|shelter|families|reentry,Emergency shelter|Rapid rehousing|Transitional housing|Case management|Benefits navigation,Maricopa,Maricopa,single
