id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
11,MSDH — Vital Records,id-documentation,Statewide,"The Mississippi State Department of Health Vital Records office issues certified birth certificates, death certificates, and marriage records needed for state ID applications, benefits enrollment, and employment verification after release. Returning citizens can order records online, by mail, or in person at the Jackson office with valid identification. Vital records issuance—not a driver license or probation office.","La oficina de Registros Vitales del Departamento de Salud del Estado de Mississippi emite certificados de nacimiento, defunción y matrimonio necesarios para solicitudes de identificación estatal, inscripción en beneficios y verificación de empleo después de la liberación. Los ciudadanos que regresan pueden solicitar registros en línea, por correo o en persona.",222 Marketridge Drive,Ridgeland,601-576-7981,,https://msdh.ms.gov/vitalrecords,Individuals with valid ID requesting their own vital records or authorized family members; fees apply per certificate.,Personas con identificación válida que soliciten sus propios registros vitales o familiares autorizados; aplican tarifas por certificado.,Order online at msdh.ms.gov/vitalrecords; walk-in service at Ridgeland office; bring government-issued photo ID.,Solicite en línea en msdh.ms.gov/vitalrecords; servicio presencial en la oficina de Ridgeland; traiga identificación con foto emitida por el gobierno.,Monday–Friday business hours,statewide|id-documentation|vital-records|birth-certificate|reentry,Birth certificate issuance|Death certificate issuance|Marriage record copies|Online ordering|In-person vital records service,Madison,,statewide,accepts_criminal_record
12,988 Suicide & Crisis Lifeline — Mississippi,healthcare,Statewide,"Free confidential 24/7 crisis support for people experiencing mental health emergencies, suicidal thoughts, or substance use crises in Mississippi. Trained specialists provide immediate support and can connect callers to local mobile crisis teams through DMH Community Mental Health Center partners statewide. Available to anyone—not reentry-specific but essential for justice-involved individuals in crisis.","Apoyo gratuito y confidencial 24/7 para emergencias de salud mental, pensamientos suicidas o crisis por uso de sustancias en Mississippi. Especialistas capacitados ofrecen apoyo inmediato y conexión a equipos de crisis móviles a través de aliados de Centros Comunitarios de Salud Mental DMH. Disponible para cualquier persona, esencial para personas con antecedentes penales en crisis.",,,988,,https://988lifeline.org,Open to anyone in Mississippi experiencing a mental health or suicide crisis; no eligibility restrictions.,Abierto a cualquier persona en Mississippi en crisis de salud mental o suicidio; sin restricciones.,Call or text 988; Spanish-language support available. For immediate physical danger call 911.,Llame o envíe texto al 988; soporte en español disponible. Para peligro físico inmediato llame al 911.,Available 24/7,statewide|hotline|crisis|mental-health|988,Crisis counseling|Suicide prevention support|Mental health referrals|Substance use crisis support,,,statewide,
13,SAMHSA National Helpline,substance-use-treatment,Statewide,Free confidential 24/7 treatment referral and information service for individuals and families facing mental health or substance use disorders. Provides referrals to local treatment facilities and community organizations in Mississippi and nationwide. Spanish-language support available through trained specialists for justice-involved individuals seeking SUD or mental health treatment after release.,Servicio gratuito y confidencial 24/7 de referencia e información para personas y familias con trastornos de salud mental o uso de sustancias. Proporciona referencias a centros de tratamiento locales en Mississippi y a nivel nacional. Soporte en español disponible para personas con antecedentes penales que buscan tratamiento después de la liberación.,,,800-662-4357,,https://www.samhsa.gov/find-help/national-helpline,Open to anyone in the United States seeking substance use or mental health treatment information and referrals.,Abierto a cualquier persona en Estados Unidos que busque información y referencias de tratamiento.,TTY 800-487-4889; also use FindTreatment.gov to search Mississippi providers online.,TTY 800-487-4889; también use FindTreatment.gov para buscar proveedores en Mississippi.,Available 24/7,statewide|hotline|substance-use|treatment-referral|national,Treatment referrals|Substance use information|Mental health resource navigation,,,statewide,
14,FindTreatment.gov — Mississippi Provider Search,substance-use-treatment,Statewide,"SAMHSA's online treatment locator helping Mississippi residents find substance use and mental health treatment providers by location, service type, and payment options including Medicaid. Justice-involved individuals can search outpatient, residential, and MAT providers before or after release from MDOC custody or county jails across all 82 counties.","Localizador en línea de SAMHSA que ayuda a residentes de Mississippi a encontrar proveedores de tratamiento de uso de sustancias y salud mental por ubicación, tipo de servicio y opciones de pago incluido Medicaid. Personas con antecedentes penales pueden buscar proveedores ambulatorios, residenciales y TMO antes o después de la liberación.",,,,,https://findtreatment.gov,Open to anyone searching for treatment; provider admission rules vary.,Abierto a cualquier persona que busque tratamiento; las reglas de admisión varían según el proveedor.,"Search findtreatment.gov by Mississippi county or city; filter for MAT, outpatient, or residential services.","Busque en findtreatment.gov por condado o ciudad de Mississippi; filtre por TMO, ambulatorio o residencial.",Website 24/7,statewide|substance-use|online|MAT|treatment-locator,Treatment provider search|MAT locator|Outpatient program finder|Residential program finder,,,statewide,
15,Mississippi Department of Mental Health (DMH),healthcare,Statewide,"The Mississippi Department of Mental Health oversees the statewide network of Community Mental Health Centers and substance use treatment providers serving Mississippians with mental illness, substance use disorders, and developmental disabilities. DMH funds crisis services, peer support programs, and treatment coordination for justice-involved individuals through regional centers—not a direct crisis hotline itself.","El Departamento de Salud Mental de Mississippi supervisa la red estatal de Centros Comunitarios de Salud Mental y proveedores de tratamiento de uso de sustancias que sirven a mississippianos con enfermedades mentales, trastornos por uso de sustancias y discapacidades del desarrollo. DMH financia servicios de crisis y coordinación de tratamiento para personas con antecedentes penales.",1101 North West Street,Jackson,601-359-1288,,https://dmh.ms.gov,"Mississippi residents seeking mental health, substance use, or developmental disability services; individual center eligibility and fees vary by income.","Residentes de Mississippi que buscan servicios de salud mental, uso de sustancias o discapacidad del desarrollo; la elegibilidad y tarifas varían por centro e ingresos.",Find your local Community Mental Health Center at dmh.ms.gov; call 988 for immediate crisis support statewide.,Encuentre su Centro Comunitario de Salud Mental local en dmh.ms.gov; llame al 988 para apoyo inmediato en crisis en todo el estado.,State office Monday–Friday business hours; local centers vary,statewide|healthcare|DMH|mental-health|substance-use|reentry,Community mental health center referrals|Substance use treatment coordination|Crisis services funding|Peer support program oversight|Developmental disability services,Hinds,,statewide,
16,Mississippi Reentry Council,reentry-organizations,Statewide,"The Mississippi Reentry Council coordinates state agencies, faith communities, and community-based providers around a shared statewide reentry strategy, connecting justice-involved Mississippians and local reentry coalitions to housing, employment, and treatment partners. The council convenes policy and coalition-building work through MDOC and community partners—not direct emergency services or a walk-in office for individuals seeking immediate help.","El Consejo de Reinserción de Mississippi coordina agencias estatales, comunidades de fe y proveedores comunitarios en torno a una estrategia estatal compartida de reinserción, conectando a mississippianos con antecedentes penales y coaliciones locales de reinserción con aliados de vivienda, empleo y tratamiento. El consejo convoca trabajo de política y coalición, no servicios de emergencia directos.",633 North State Street,Jackson,601-359-5600,,https://www.mdoc.ms.gov,"Justice-involved Mississippi residents, agencies, and community partners seeking reentry coalition connections and statewide policy information.","Residentes de Mississippi con antecedentes penales, agencias y aliados comunitarios que buscan conexiones con coaliciones de reinserción e información de políticas estatales.",Contact MDOC Community Corrections for reentry partner directories; coordinate through local WIN Job Centers and county MDHS offices for direct services.,Contacte Correcciones Comunitarias de MDOC para directorios de aliados de reinserción; coordine a través de WIN Job Centers locales y oficinas MDHS del condado.,Contact for current meeting schedule,statewide|reentry|coalition|policy|referral-only,Coalition coordination|Reentry policy advocacy|Local reentry partner directory|Interagency collaboration,Hinds,,statewide,accepts_criminal_record
17,Stewpot Community Services — Jackson,basic-needs,Jackson / Hinds County,"Stewpot Community Services operates a daytime community center, soup kitchen, and emergency assistance programs for people experiencing homelessness and poverty in Jackson and Hinds County, including returning citizens recently released from Hinds County Detention Center or MDOC custody without a fixed address. Staff help guests connect to shelter beds, access.ms.gov benefits, and Mississippi Works employment services.","Stewpot Community Services opera un centro comunitario diurno, comedor comunitario y programas de asistencia de emergencia para personas que enfrentan falta de vivienda y pobreza en Jackson y el condado Hinds, incluidos ciudadanos recién liberados de la cárcel del condado Hinds o custodia MDOC sin dirección fija. El personal ayuda a conectarse con refugio, beneficios access.ms.gov y servicios de empleo Mississippi Works.",1100 West Capitol Street,Jackson,601-353-2759,,https://www.stewpot.org,Adults experiencing homelessness or food insecurity in the Jackson area; walk-in day services available.,Adultos sin hogar o con inseguridad alimentaria en el área de Jackson; servicios diurnos sin cita disponibles.,Walk in during posted hours for meals and referrals; call 601-353-2759 to confirm current hours and services.,Ingrese durante el horario publicado para comidas y referencias; llame al 601-353-2759 para confirmar el horario actual.,Weekday daytime hours; call to confirm,jackson|hinds|basic-needs|day-center|homelessness|reentry,Soup kitchen|Day center services|Emergency assistance referrals|Mail service|Benefits navigation,Hinds,Hinds|Madison|Rankin,multi,accepts_criminal_record
18,Gateway Rescue Mission — Jackson,housing,Jackson / Hinds County,"Gateway Rescue Mission provides emergency shelter, meals, addiction recovery, and workforce programs for homeless men and women in the Jackson metro including justice-involved adults through faith-based life transformation programming. Graduates connect to Mississippi Works, Hinds Behavioral Health Services, and Catholic Charities housing partners. Faith-based shelter—not county probation.","Gateway Rescue Mission ofrece refugio de emergencia, comidas, recuperación de adicciones y programas laborales para hombres y mujeres sin hogar en el metro de Jackson incluidos adultos con antecedentes penales a través de programación de transformación de vida basada en la fe.",2717 Livingston Road,Jackson,601-353-2751,,https://www.gatewaymission.org,Homeless adults in the Jackson metro; justice-involved participants in recovery and shelter programs.,Adultos sin hogar en el metro de Jackson; participantes con antecedentes penales en programas de refugio.,Call 601-353-2751 for intake; recovery and shelter campus on Livingston Road.,Llame al 601-353-2751 para admisión; campus de refugio y recuperación en Livingston Road.,Shelter 24/7; intake during business hours,jackson|hinds|housing|shelter|recovery|reentry,Emergency shelter|Substance use treatment|Workforce programs|Job readiness training|Spiritual support,Hinds,Hinds,single,accepts_criminal_record
19,Hinds Behavioral Health Services,healthcare,Jackson / Hinds County,"Hinds Behavioral Health Services is the designated Community Mental Health Center for Hinds County, providing outpatient psychiatric care, substance use treatment, crisis intervention, and case management for justice-involved adults released from Hinds County Detention Center or MDOC custody. Sliding-fee services and Medicaid billing help ensure continuity of care after release.","Hinds Behavioral Health Services es el Centro Comunitario de Salud Mental designado para el condado Hinds, que ofrece atención psiquiátrica ambulatoria, tratamiento de uso de sustancias, intervención en crisis y manejo de casos para adultos con antecedentes penales liberados de la cárcel del condado Hinds o custodia MDOC.",3450 Highway 80 West,Jackson,601-373-2147,,https://www.hindsbh.org,Hinds County residents seeking mental health or substance use services; sliding-fee scale based on income; Medicaid accepted.,Residentes del condado Hinds que buscan servicios de salud mental o uso de sustancias; escala de tarifas móviles según ingresos; se acepta Medicaid.,Call 601-373-2147 for intake; ask about same-day crisis intervention for individuals recently released from custody.,Llame al 601-373-2147 para admisión; pregunte sobre intervención en crisis el mismo día para personas recién liberadas.,"Monday–Friday, 8:00 a.m.–5:00 p.m.; crisis services vary",jackson|hinds|healthcare|CMHC|mental-health|substance-use|reentry,Outpatient psychiatric care|Substance use treatment|Crisis intervention|Case management|Sliding-fee scale enrollment,Hinds,Hinds,single,accepts_criminal_record
20,Catholic Charities — Jackson Housing & Reentry,housing,Jackson / Hinds County,"Catholic Charities Jackson provides emergency rental assistance, rapid rehousing, and case management for low-income Hinds County households including returning citizens establishing stable tenancy after incarceration. Housing specialists coordinate with access.ms.gov benefits, Mississippi Works, and Hinds Behavioral Health for whole-person reentry support.","Catholic Charities Jackson ofrece asistencia de alquiler de emergencia, realojamiento rápido y manejo de casos para hogares de bajos ingresos del condado Hinds incluidos ciudadanos que regresan que establecen arrendamiento estable después de la encarcelación.",850 East River Place,Jackson,601-355-8634,,https://www.catholiccharitiesjackson.org,Low-income Hinds County residents facing housing instability; justice-involved adults may qualify for emergency rental and rehousing programs.,Residentes de bajos ingresos del condado Hinds que enfrentan inestabilidad de vivienda; adultos con antecedentes penales pueden calificar para programas de alquiler de emergencia.,Call 601-355-8634 for housing intake; not a walk-in emergency men's shelter.,Llame al 601-355-8634 para admisión de vivienda; no es refugio de emergencia para hombres sin cita.,Monday–Friday business hours,jackson|hinds|housing|rapid-rehousing|reentry,Rent and utility assistance|Housing navigation|Reentry navigation|Benefits navigation|Partner referrals,Hinds,Hinds,single,accepts_criminal_record
21,Open Doors Homeless Coalition — Gulf Coast,basic-needs,Gulfport / Harrison County,"Open Doors Homeless Coalition leads the Gulf Coast Continuum of Care, operating coordinated entry, the regional Homeless Management Information System, and rapid rehousing programs for people experiencing homelessness across Harrison, Hancock, and Jackson counties. Returning citizens without stable housing can access a single point of entry connecting them to emergency shelter and permanent housing partners.","Open Doors Homeless Coalition lidera el Continuo de Cuidado de la Costa del Golfo, operando entrada coordinada y programas de realojamiento rápido para personas sin hogar en los condados Harrison, Hancock y Jackson. Los ciudadanos que regresan sin vivienda estable pueden acceder a un punto único de entrada.","11975 Seaway Road, Suite B220",Gulfport,228-896-3355,,https://www.opendoorshomeless.org,Individuals and families experiencing or at risk of homelessness on the Gulf Coast; coordinated entry assessment determines referral priority.,Personas y familias que enfrentan o están en riesgo de falta de vivienda en la Costa del Golfo; la evaluación de entrada coordinada determina la prioridad.,Call 228-896-3355 or visit opendoorshomeless.org to find a coordinated entry access point.,Llame al 228-896-3355 o visite opendoorshomeless.org para encontrar un punto de acceso de entrada coordinada.,Coordinated entry access points vary; check website,gulfport|harrison|basic-needs|coordinated-entry|homelessness|reentry,Coordinated entry assessment|Rapid rehousing referrals|Homeless Management Information System|Regional provider network coordination,Harrison,Harrison|Hancock|Jackson,multi,accepts_criminal_record
22,Coastal Family Health Center — Gulfport,healthcare,Gulfport / Harrison County,"Coastal Family Health Center operates Federally Qualified Health Center clinics across the Mississippi Gulf Coast providing primary care, behavioral health, dental services, and sliding-fee care for uninsured and Medicaid patients including justice-involved adults reestablishing healthcare after release from Harrison County Jail or MDOC custody.","Coastal Family Health Center opera clínicas FQHC en la Costa del Golfo de Mississippi que ofrecen atención primaria, salud conductual, servicios dentales y atención con tarifa móvil para pacientes sin seguro y Medicaid incluidos adultos con antecedentes penales.",4500 14th Street,Gulfport,228-392-1633,,https://www.coastalfamilyhealth.org,Gulf Coast residents of all ages; sliding scale with proof of income; Medicaid and Medicare accepted.,Residentes de la Costa del Golfo de todas las edades; escala móvil con prueba de ingresos; se aceptan Medicaid y Medicare.,Call 228-392-1633 for nearest clinic; multiple Gulf Coast locations; same-day sick visits at select sites.,Llame al 228-392-1633 para la clínica más cercana; múltiples ubicaciones en la Costa del Golfo.,Monday–Friday clinic hours; varies by location,gulfport|harrison|healthcare|FQHC|primary-care|reentry,Primary medical care|Behavioral health services,Harrison,Harrison|Hancock|Jackson|Stone|George,multi,accepts_criminal_record
