id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
11,DoHS — Behavioral Health & Substance Use Portal,healthcare,Statewide,West Virginia Department of Human Services coordinates publicly funded behavioral health and substance use disorder services through regional provider networks and Medicaid managed care plans helping justice-involved West Virginians connect to treatment after release. For crisis call 988. Returning citizens should call ahead to confirm walk-in hours and referral requirements.,"El Departamento de Servicios Humanos de Virginia Occidental coordina servicios públicos de salud conductual y trastornos por uso de sustancias a través de redes regionales y planes Medicaid ayudando a virginianos occidentales con antecedentes penales a conectarse al tratamiento después de la liberación. Para crisis llame al 988. La oficina de Kanawha County ofrece inmunizaciones, navegación WIC, exámenes de salud materno-infantil, servicios de salud ambiental y referencias a FQHC, hospitales y aliados de salud conductual regionales. Residentes con antecedentes penales pueden establecer un contacto de salud local después de la liberación—no es atención hospitalaria de emergencia.",350 Capitol Street,Charleston,304-558-0627,,https://dhhr.wv.gov/Office-of-Drug-Control-Policy/Pages/default.aspx,West Virginia Medicaid beneficiaries and residents accessing publicly funded behavioral health services; eligibility varies by provider.,Beneficiarios de Medicaid de Virginia Occidental y residentes que acceden a servicios públicos de salud conductual; la elegibilidad varía según el proveedor.,For immediate crisis call 988; locate regional providers through DoHS Office of Drug Control Policy; Prestera and Seneca serve multiple regions.,Para crisis inmediata llame al 988; localice proveedores regionales a través de la Oficina de Control de Drogas de DoHS.,State office Mon–Fri business hours; 988 available 24/7,statewide|mental-health|substance-use|Medicaid|referral-only,Treatment referrals|Medicaid behavioral health navigation|Regional provider locator|Substance use resource information,Kanawha,,statewide,
12,West Virginia Department of Veterans Assistance,veterans,Statewide,"West Virginia Department of Veterans Assistance connects veterans and families to federal VA benefits, state veteran programs, and county Veterans Service Officers statewide including justice-involved veterans navigating healthcare enrollment and benefits restoration after incarceration. Navigators connect eligible veterans—including justice-involved veterans—to VA benefits, peer support, employment resources, and civil legal help for housing and benefits issues in Kanawha County. Military discharge papers and income documentation may be required at intake.","El Departamento de Asistencia para Veteranos de Virginia Occidental conecta a veteranos y familias con beneficios federales del VA, programas estatales para veteranos y Oficiales de Servicios para Veteranos del condado incluidos veteranos con antecedentes penales que restauran beneficios después de la encarcelación. Los navegadores conectan a veteranos elegibles—incluidos veteranos con antecedentes penales—con beneficios del VA, apoyo entre pares y recursos laborales en Kanawha County.",1900 Kanawha Boulevard East,Charleston,304-558-3661,,https://veterans.wv.gov,"West Virginia veterans, service members, and eligible family members; VA eligibility depends on discharge status and service history.","Veteranos, miembros del servicio y familiares elegibles de Virginia Occidental; la elegibilidad del VA depende del tipo de baja e historial de servicio.",Call 304-558-3661 or visit veterans.wv.gov; locate county Veterans Service Officers for local claims assistance.,Llame al 304-558-3661 o visite veterans.wv.gov; localice Oficiales de Servicios para Veteranos del condado para ayuda con reclamaciones.,State office Monday–Friday business hours,statewide|veterans|VA|VSO|reentry,VA benefits navigation|State veterans programs|County VSO referrals|Healthcare enrollment assistance,Kanawha,,statewide,accepts_criminal_record
13,West Virginia Division of Motor Vehicles — ID Services,id-documentation,Statewide,"West Virginia DMV issues REAL ID-compliant driver's licenses and state identification cards at regional offices statewide. Reentry partners help returning citizens gather proof of identity and residency documents required for employment and WV PATH benefits enrollment after incarceration. Staff help returning citizens in Kanawha County obtain state ID, birth certificates, Social Security cards, and DMV documentation needed for employment, WV PATH benefits, and supervision reporting after release from incarceration.","El DMV de Virginia Occidental emite licencias de conducir compatibles con REAL ID y tarjetas de identificación estatal en oficinas regionales en todo el estado. Los aliados de reinserción ayudan a ciudadanos que regresan a reunir prueba de identidad y residencia requerida para empleo e inscripción en WV PATH. El personal ayuda a ciudadanos que regresan en Kanawha County a obtener identificación estatal, certificados de nacimiento y documentos del DMV necesarios para empleo y beneficios.",1800 Washington Street East,Charleston,304-926-3802,,https://transportation.wv.gov/DMV,"West Virginia residents; fees apply; bring certified birth certificate, Social Security card, and two proofs of WV residency.","Residentes de Virginia Occidental; aplican tarifas; traiga certificado de nacimiento, tarjeta de Seguro Social y dos pruebas de residencia en WV.",Schedule appointments at transportation.wv.gov/DMV; regional offices listed by county; legal aid partners assist with document gathering.,Programe citas en transportation.wv.gov/DMV; oficinas regionales listadas por condado; aliados legales ayudan a reunir documentos.,Regional office hours vary; check DMV website,statewide|ID|DMV|REAL-ID|documentation,Driver's license issuance|State ID cards|REAL ID compliance|Credential reinstatement guidance,Kanawha,,statewide,accepts_criminal_record
14,WVDCR — Reentry Planner (Online Tool),reentry-organizations,Statewide,"The WVDCR Reentry Planner is an online resource directory published by the Division of Corrections and Rehabilitation helping returning citizens, families, and community partners locate reentry services by category and county across West Virginia. The tool connects users to verified partners—it is a navigation directory, not a direct-service provider or crisis line.","El Reentry Planner del WVDCR es un directorio de recursos en línea publicado por la División de Correcciones y Rehabilitación que ayuda a ciudadanos que regresan, familias y aliados comunitarios a localizar servicios de reinserción por categoría y condado en Virginia Occidental. Conecta usuarios con aliados verificados—es un directorio de navegación, no un proveedor directo ni línea de crisis.",,Charleston,304-558-2036,,https://dcr.wv.gov/aboutus/offender-services/Pages/reentry-planner.aspx,"Open to West Virginia justice-involved residents, families, and service providers seeking reentry resource navigation.","Abierto a residentes con antecedentes penales de Virginia Occidental, familias y proveedores de servicios que buscan navegación de recursos de reinserción.",Search by county and service type at dcr.wv.gov Reentry Planner; also see wvreentry.org for REACH Initiative councils.,Busque por condado y tipo de servicio en el Reentry Planner de dcr.wv.gov; también vea wvreentry.org para consejos REACH.,Website 24/7,statewide|reentry|WVDCR|online|referral-only|reentry-planner,Reentry resource directory|County service search|Partner agency navigation|Category-based referrals,Kanawha,,statewide,accepts_criminal_record
15,West Virginia Coalition Against Domestic Violence,family-children,Statewide,"West Virginia Coalition Against Domestic Violence connects survivors to local domestic violence programs, shelter, and legal advocacy statewide including family members affected by partner violence during reentry. The statewide hotline helps locate county programs—call for 24/7 support. Family support programs in Kanawha County assist parents and children affected by incarceration with parenting resources, visitation navigation, and referrals to DoHS and community partners.","La Coalición de Virginia Occidental Contra la Violencia Doméstica conecta a sobrevivientes con programas locales de violencia doméstica, refugio y defensa legal en todo el estado incluidos familiares afectados por violencia de pareja durante la reinserción. La línea directa estatal ayuda a localizar programas del condado—llame para apoyo 24/7. Programas de apoyo familiar en Kanawha County ayudan a padres e hijos afectados por la encarcelación con recursos de crianza y referencias a DoHS.",,Charleston,800-799-7233,,https://www.wvcadv.org,Survivors of domestic violence and their families in West Virginia; services vary by local program.,Sobrevivientes de violencia doméstica y sus familias en Virginia Occidental; los servicios varían según el programa local.,Call 800-799-7233 for the National Domestic Violence Hotline routing to local WV programs; wvcadv.org lists member agencies.,Llame al 800-799-7233 para enrutamiento a programas locales de WV; wvcadv.org lista agencias miembro.,Hotline 24/7; local program hours vary,statewide|domestic-violence|family|hotline|shelter,Domestic violence hotline|Shelter referrals|Legal advocacy referrals|Local program locator,Kanawha,,statewide,
16,West Virginia Adult Education — State Program Locator,education,Statewide,"West Virginia Department of Education adult education directory connects returning citizens to local GED, high school equivalency, and English language programs at community colleges and community sites in every county. Programs are typically free or low-cost for West Virginia adults seeking workforce credentials after incarceration. Programs include high school equivalency (GED), adult basic education, and workforce readiness aligned with WorkForce West Virginia and Jobs & Hope referrals in Kanawha County. Returning citizens can rebuild credentials for fair-chance employment; call to confirm class schedules, testing fees, and enrollment documents before your first visit.","El directorio de educación para adultos del Departamento de Educación de Virginia Occidental conecta a ciudadanos que regresan con programas locales de GED, equivalencia de secundaria e inglés en colegios comunitarios y sitios comunitarios en cada condado. Los programas suelen ser gratuitos o de bajo costo. Los programas incluyen equivalencia de secundaria (GED), educación básica para adultos y preparación laboral alineada con WorkForce West Virginia y Jobs & Hope en Kanawha County. Ciudadanos que regresan pueden reconstruir credenciales; llame para confirmar horarios y documentos.",,Charleston,304-558-2440,,https://wvde.us/adult-education,West Virginia adults age 16 and older not enrolled in high school; criminal record not a stated barrier.,Adultos de Virginia Occidental de 16 años o más no inscritos en secundaria; los antecedentes penales no son barrera indicada.,Search wvde.us/adult-education by county; contact local adult education provider for orientation and enrollment.,Busque en wvde.us/adult-education por condado; contacte al proveedor local para orientación e inscripción.,Program hours vary by county site,statewide|education|GED|adult-ed|workforce-credentials,GED preparation|High school equivalency|English language instruction|Workforce credential pathways,Kanawha,,statewide,accepts_criminal_record
17,Mountaineer Food Bank — Statewide Partner Network,food-nutrition,Statewide,"Mountaineer Food Bank is one of West Virginia's regional food bank networks distributing to partner pantries across north-central and eastern counties, helping returning citizens locate emergency food by ZIP code through the online food finder at mountaineerfoodbank.org. Partner pantries and SNAP outreach help food-insecure households in Braxton County locate emergency meals and enroll in WV PATH food benefits after release from incarceration.","Mountaineer Food Bank es una de las redes regionales de bancos de alimentos de Virginia Occidental que distribuye a despensas aliadas en condados del centro-norte y este, ayudando a ciudadanos que regresan a localizar alimentos de emergencia por código postal. Despensas aliadas y alcance SNAP ayudan a hogares con inseguridad alimentaria en Braxton County a localizar comidas de emergencia e inscribirse en WV PATH.",484 Enterprise Drive,Gassaway,304-364-5518,,https://www.mountaineerfoodbank.org,Open to West Virginia residents needing food assistance; partner pantry rules vary by location.,Abierto a residentes de Virginia Occidental que necesitan asistencia alimentaria; las reglas de despensas aliadas varían.,Use mountaineerfoodbank.org/find-food for nearest pantry; also see facinghunger.org for Metro Valley coverage.,Use mountaineerfoodbank.org/find-food para la despensa más cercana; también vea facinghunger.org para el valle metropolitano.,Food bank Mon–Fri business hours; pantry hours vary,statewide|food-bank|pantry|SNAP-partner|reentry,Partner pantry referrals|Mobile food distribution|SNAP outreach|Online food finder,Braxton,,statewide,accepts_criminal_record
18,West Virginia Community Action Partnership,basic-needs,Statewide,"West Virginia Community Action Partnership connects low-income residents to local Community Action Agencies in every county offering utility assistance, weatherization, emergency aid, and case management. Returning citizens can locate county CAA offices for basic needs support after release through the statewide agency locator. Emergency assistance may include food, utility help, clothing, and case management with referrals to WV PATH, 211 West Virginia, and housing partners serving Kanawha County. Low-income returning citizens should bring photo ID and proof of address when available.","West Virginia Community Action Partnership conecta a residentes de bajos ingresos con Agencias de Acción Comunitaria locales en cada condado que ofrecen asistencia de servicios públicos, climatización, ayuda de emergencia y manejo de casos. Ciudadanos que regresan pueden localizar oficinas CAA del condado para apoyo de necesidades básicas. La asistencia de emergencia puede incluir alimentos, ayuda con servicios, ropa y manejo de casos con referencias a WV PATH, 211 West Virginia y aliados de vivienda en Kanawha County.",814 Quarrier Street,Charleston,304-414-4444,,https://www.wvcap.org,Low-income West Virginia residents; income verification required for emergency assistance programs.,Residentes de Virginia Occidental de bajos ingresos; se requiere verificación de ingresos para programas de asistencia de emergencia.,"Find your local Community Action Agency at wvcap.org; services vary by county including North Central, Southern, and Eastern agencies.",Encuentre su Agencia de Acción Comunitaria local en wvcap.org; los servicios varían por condado.,County agency hours vary,statewide|community-action|utility-help|emergency-aid|reentry,Utility assistance|Weatherization|Emergency aid|Case management|County agency locator,Kanawha,,statewide,accepts_criminal_record
19,HELP4WV — Mental Health & SUD Helpline,substance-use-treatment,Statewide,"HELP4WV is West Virginia's 24/7 helpline connecting residents to behavioral health crisis support, substance use treatment referrals, and peer recovery navigation through the Department of Human Services. Specialists help callers find local treatment and recovery resources including justice-involved individuals—not a replacement for 988 emergency crisis response.","HELP4WV es la línea de ayuda 24/7 de Virginia Occidental que conecta a residentes con apoyo de crisis de salud conductual, referencias de tratamiento de sustancias y navegación de recuperación entre pares a través de DoHS. Especialistas ayudan a encontrar recursos locales incluidas personas con antecedentes penales—no reemplaza la respuesta de crisis 988.",,,844-435-7498,,https://www.help4wv.com,Open to West Virginia residents seeking behavioral health or substance use treatment information and referrals.,Abierto a residentes de Virginia Occidental que buscan información y referencias de salud conductual o uso de sustancias.,Call or text 844-435-7498; for suicide or immediate crisis also call 988; chat available at help4wv.com.,Llame o envíe texto al 844-435-7498; para suicidio o crisis inmediata también llame al 988; chat en help4wv.com.,Available 24/7,statewide|hotline|substance-use|mental-health|peer-support,Treatment referrals|Crisis support navigation|Peer recovery linkage|Provider search assistance,,,statewide,
20,West Virginia Housing Development Fund,housing,Statewide,"West Virginia Housing Development Fund provides affordable housing resources, rental assistance programs, and housing locator tools for low-income residents including returning citizens seeking income-restricted rental units and emergency rental assistance when programs are open statewide. Staff conduct intake assessment and connect residents to structured shelter or transitional programming with referrals to WV PATH benefits, Legal Aid of West Virginia, and regional workforce partners in Kanawha County. Returning citizens should call ahead to confirm bed availability, sobriety requirements, and referral policies.","West Virginia Housing Development Fund proporciona recursos de vivienda asequible, programas de asistencia de alquiler y herramientas de localización de vivienda para residentes de bajos ingresos incluidos ciudadanos que regresan que buscan unidades de alquiler restringidas por ingresos. El personal realiza evaluaciones de admisión y conecta a residentes con refugio o vivienda transicional estructurada y referencias a WV PATH, Legal Aid of West Virginia y socios laborales en Kanawha County. Llame con anticipación para confirmar disponibilidad y requisitos.",814 Quarrier Street,Charleston,304-345-6475,,https://www.wvhdf.com,Low-income West Virginia residents; program-specific income limits and availability apply.,Residentes de Virginia Occidental de bajos ingresos; aplican límites de ingresos y disponibilidad específicos del programa.,Search affordable rentals at wvhdf.com; emergency rental assistance availability varies; not an emergency shelter provider.,Busque alquileres asequibles en wvhdf.com; la disponibilidad de asistencia de alquiler de emergencia varía; no es proveedor de refugio de emergencia.,State office Monday–Friday business hours,statewide|housing|affordable-housing|rental-assistance,Affordable housing locator|Rental assistance programs|Homeownership resources|Housing counseling referrals,Kanawha,,statewide,accepts_criminal_record
