source_url,source_type,date_accessed,confidence,notes,id_reference
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 122: WorkSource Georgia — Cobb-Cherokee Career Center,122
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 123: WorkSource Georgia — Columbus Career Center,123
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 124: WorkSource Georgia — Covington Career Center,124
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 125: WorkSource Georgia — Dalton Career Center,125
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 126: WorkSource Georgia — Douglas Career Center,126
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 127: WorkSource Georgia — Dublin Career Center,127
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 128: WorkSource Georgia — Gainesville Career Center,128
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 129: WorkSource Georgia — Griffin Career Center,129
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 130: WorkSource Georgia — Gwinnett Career Center,130
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 131: WorkSource Georgia — Warner Robins Career Center,131
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 132: WorkSource Georgia — LaGrange Career Center,132
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 133: WorkSource Georgia — Macon Career Center,133
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 134: WorkSource Georgia — Milledgeville Career Center,134
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 135: WorkSource Georgia — Moultrie Career Center,135
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 136: WorkSource Georgia — Rome Career Center,136
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 137: WorkSource Georgia — Savannah Career Center,137
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 138: WorkSource Georgia — Statesboro Career Center,138
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 139: WorkSource Georgia — Thomasville Career Center,139
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 140: WorkSource Georgia — Tifton Career Center,140
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 141: WorkSource Georgia — Toccoa Career Center,141
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 142: WorkSource Georgia — Valdosta Career Center,142
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 143: WorkSource Georgia — Vidalia Career Center,143
https://dol.georgia.gov/locations/career-center,government,2026-06-24,high,Resource id 144: WorkSource Georgia — Waycross Career Center,144
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 145: Georgia Board of Pardons and Paroles — Milledgeville Field Office,145
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 146: Georgia Board of Pardons and Paroles — Rome Field Office,146
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 147: Georgia Board of Pardons and Paroles — Savannah Field Office,147
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 148: Georgia Board of Pardons and Paroles — Augusta Field Office,148
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 149: Georgia Board of Pardons and Paroles — Valdosta Field Office,149
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 150: Georgia Board of Pardons and Paroles — Thomaston Field Office,150
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 151: Georgia Board of Pardons and Paroles — Americus Field Office,151
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 152: Georgia Board of Pardons and Paroles — South Metro Field Office,152
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 153: Georgia Board of Pardons and Paroles — Macon Field Office,153
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 154: Georgia Board of Pardons and Paroles — Columbus Field Office,154
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 155: Georgia Board of Pardons and Paroles — Gainesville Field Office,155
https://pap.georgia.gov/locations,government,2026-06-24,high,Resource id 156: Georgia Board of Pardons and Paroles — Dublin Field Office,156
https://scpchealth.org,nonprofit,2026-06-24,high,Resource id 157: South Central Primary Care — FQHC Network,157
https://eghc.org,nonprofit,2026-06-24,high,Resource id 158: East Georgia Healthcare Center — FQHC,158
https://medlinkga.org,nonprofit,2026-06-24,high,Resource id 159: MedLink Georgia — FQHC Network,159
https://communityhealthworks.org,nonprofit,2026-06-24,high,Resource id 160: Community Health Works — FQHC,160
https://gmhs.org,nonprofit,2026-06-24,high,Resource id 161: Georgia Mountains Health Services — FQHC,161
https://aaphc.org,nonprofit,2026-06-24,high,Resource id 162: Albany Area Primary Health Care — FQHC,162
https://southside-med.org,nonprofit,2026-06-24,high,Resource id 163: Southside Medical Center — FQHC Atlanta,163
https://carepartnersga.org,nonprofit,2026-06-24,high,Resource id 164: CarePartners of Georgia — FQHC,164
https://goodsamshealth.org,nonprofit,2026-06-24,high,Resource id 165: Good Samaritan Health Centers — FQHC,165
https://firstchoicepc.org,nonprofit,2026-06-24,high,Resource id 166: First Choice Primary Care — FQHC Macon,166
https://foodbanknega.org,nonprofit,2026-06-24,high,Resource id 167: Food Bank of Northeast Georgia,167
https://feedingsga.org,nonprofit,2026-06-24,high,Resource id 168: Second Harvest of South Georgia,168
https://goldenharvest.org,nonprofit,2026-06-24,high,Resource id 169: Golden Harvest Food Bank — CSRA Region,169
https://mgcfb.org,nonprofit,2026-06-24,high,Resource id 170: Middle Georgia Community Food Bank — Rural Counties,170
https://feedingthevalley.org,nonprofit,2026-06-24,high,Resource id 171: Feeding the Valley — West Georgia,171
https://www.gadoe.org/Pages/Adult-Education.aspx,government,2026-06-24,high,Resource id 172: Georgia Department of Education — Adult Education & GED,172
https://www.tcsg.edu/adult-education/,government,2026-06-24,high,Resource id 173: Technical College System of Georgia — Adult Education,173
https://literacyaction.org,nonprofit,2026-06-24,high,Resource id 174: Literacy Action — Atlanta Adult Education,174
https://www.augustatech.edu/adult-education,government,2026-06-24,high,Resource id 175: Augusta Technical College — Adult Education,175
https://www.savannahtech.edu/adult-education/,government,2026-06-24,high,Resource id 176: Savannah Technical College — Adult Education,176
https://www.columbustech.edu/adult-education,government,2026-06-24,high,Resource id 177: Columbus Technical College — Adult Education,177
https://georgiacenterforchildadvocacy.org,nonprofit,2026-06-24,high,Resource id 178: Georgia Center for Child Advocacy — Family Reunification Supports,178
https://www.acim.org,nonprofit,2026-06-24,high,Resource id 179: Aid to Children of Imprisoned Mothers (AIM) — Atlanta,179
https://dfcs.georgia.gov/services/adoption-and-foster-care/reunification,government,2026-06-24,high,Resource id 180: Georgia DFCS — Reunification & Parenting Supports,180
https://sos.ga.gov/page/order-vital-records,government,2026-06-24,high,Resource id 181: Georgia Secretary of State — Probate Court Vital Records Guide,181
https://www.ssa.gov/locator,government,2026-06-24,high,Resource id 182: Social Security Administration — Georgia Field Offices,182
https://www.avlf.org,nonprofit,2026-06-24,high,Resource id 183: Atlanta Volunteer Lawyers Foundation — Record Restriction Clinic,183
https://www.glsp.org/offices,nonprofit,2026-06-24,high,Resource id 184: Georgia Legal Services — Albany Office,184
https://www.glsp.org/offices,nonprofit,2026-06-24,high,Resource id 185: Georgia Legal Services — Gainesville Office,185
https://www.glsp.org/offices,nonprofit,2026-06-24,high,Resource id 186: Georgia Legal Services — Valdosta Office,186
https://www.schr.org,nonprofit,2026-06-24,high,Resource id 187: Southern Center for Human Rights — Reentry Legal Advocacy,187
https://gasupport.org,nonprofit,2026-06-24,high,Resource id 188: Georgia Peer Recovery Support — CARES Warm Line,188
https://dbhdd.georgia.gov,government,2026-06-24,high,Resource id 189: Georgia Department of Behavioral Health — Opioid Crisis Helpline,189
https://www.dca.ga.gov,government,2026-06-24,high,Resource id 190: Georgia Department of Community Affairs — Housing Resources,190
https://www.va.gov/augusta-health-care/,government,2026-06-24,high,Resource id 191: Augusta VA Medical Center — Veterans Justice Outreach,191
https://www.va.gov/dublin-health-care/,government,2026-06-24,high,Resource id 192: Dublin VA Medical Center — Veterans Justice Outreach,192
https://www.trinkadavisfoundation.org,nonprofit,2026-06-24,high,Resource id 193: Trinka Davis Veterans Village — Transitional Housing,193
https://www.tcsg.edu/vectr/,government,2026-06-24,high,Resource id 194: Georgia Veterans Education Career Transition Resource (VECTR),194
https://cjcc.georgia.gov/grants/veterans-court-program,government,2026-06-24,high,Resource id 195: Veterans Court Program — Georgia Accountability Courts,195
https://dfcs.georgia.gov/locations/appling-county,government,2026-06-24,high,Resource id 196: Appling County DFCS — Family Assistance,196
https://dfcs.georgia.gov/locations/atkinson-county,government,2026-06-24,high,Resource id 197: Atkinson County DFCS — Family Assistance,197
https://dfcs.georgia.gov/locations/bacon-county,government,2026-06-24,high,Resource id 198: Bacon County DFCS — Family Assistance,198
https://dfcs.georgia.gov/locations/baker-county,government,2026-06-24,high,Resource id 199: Baker County DFCS — Family Assistance,199
https://dfcs.georgia.gov/locations/baldwin-county,government,2026-06-24,high,Resource id 200: Baldwin County DFCS — Family Assistance,200
https://dfcs.georgia.gov/locations/banks-county,government,2026-06-24,high,Resource id 201: Banks County DFCS — Family Assistance,201
https://dfcs.georgia.gov/locations/barrow-county,government,2026-06-24,high,Resource id 202: Barrow County DFCS — Family Assistance,202
https://dfcs.georgia.gov/locations/bartow-county,government,2026-06-24,high,Resource id 203: Bartow County DFCS — Family Assistance,203
https://dfcs.georgia.gov/locations/ben-hill-county,government,2026-06-24,high,Resource id 204: Ben Hill County DFCS — Family Assistance,204
https://dfcs.georgia.gov/locations/berrien-county,government,2026-06-24,high,Resource id 205: Berrien County DFCS — Family Assistance,205
https://dfcs.georgia.gov/locations/bibb-county,government,2026-06-24,high,Resource id 206: Bibb County DFCS — Family Assistance,206
https://dfcs.georgia.gov/locations/bleckley-county,government,2026-06-24,high,Resource id 207: Bleckley County DFCS — Family Assistance,207
https://dfcs.georgia.gov/locations/brantley-county,government,2026-06-24,high,Resource id 208: Brantley County DFCS — Family Assistance,208
https://dfcs.georgia.gov/locations/brooks-county,government,2026-06-24,high,Resource id 209: Brooks County DFCS — Family Assistance,209
https://dfcs.georgia.gov/locations/bryan-county,government,2026-06-24,high,Resource id 210: Bryan County DFCS — Family Assistance,210
https://dfcs.georgia.gov/locations/bulloch-county,government,2026-06-24,high,Resource id 211: Bulloch County DFCS — Family Assistance,211
https://dfcs.georgia.gov/locations/burke-county,government,2026-06-24,high,Resource id 212: Burke County DFCS — Family Assistance,212
https://dfcs.georgia.gov/locations/butts-county,government,2026-06-24,high,Resource id 213: Butts County DFCS — Family Assistance,213
https://dfcs.georgia.gov/locations/calhoun-county,government,2026-06-24,high,Resource id 214: Calhoun County DFCS — Family Assistance,214
https://dfcs.georgia.gov/locations/camden-county,government,2026-06-24,high,Resource id 215: Camden County DFCS — Family Assistance,215
https://dfcs.georgia.gov/locations/candler-county,government,2026-06-24,high,Resource id 216: Candler County DFCS — Family Assistance,216
https://dfcs.georgia.gov/locations/carroll-county,government,2026-06-24,high,Resource id 217: Carroll County DFCS — Family Assistance,217
https://dfcs.georgia.gov/locations/catoosa-county,government,2026-06-24,high,Resource id 218: Catoosa County DFCS — Family Assistance,218
https://dfcs.georgia.gov/locations/charlton-county,government,2026-06-24,high,Resource id 219: Charlton County DFCS — Family Assistance,219
https://dfcs.georgia.gov/locations/chatham-county,government,2026-06-24,high,Resource id 220: Chatham County DFCS — Family Assistance,220
https://dfcs.georgia.gov/locations/chattahoochee-county,government,2026-06-24,high,Resource id 221: Chattahoochee County DFCS — Family Assistance,221
https://dfcs.georgia.gov/locations/chattooga-county,government,2026-06-24,high,Resource id 222: Chattooga County DFCS — Family Assistance,222
https://dfcs.georgia.gov/locations/cherokee-county,government,2026-06-24,high,Resource id 223: Cherokee County DFCS — Family Assistance,223
https://dfcs.georgia.gov/locations/clarke-county,government,2026-06-24,high,Resource id 224: Clarke County DFCS — Family Assistance,224
https://dfcs.georgia.gov/locations/clay-county,government,2026-06-24,high,Resource id 225: Clay County DFCS — Family Assistance,225
https://dfcs.georgia.gov/locations/clayton-county,government,2026-06-24,high,Resource id 226: Clayton County DFCS — Family Assistance,226
https://dfcs.georgia.gov/locations/clinch-county,government,2026-06-24,high,Resource id 227: Clinch County DFCS — Family Assistance,227
https://dfcs.georgia.gov/locations/cobb-county,government,2026-06-24,high,Resource id 228: Cobb County DFCS — Family Assistance,228
https://dfcs.georgia.gov/locations/coffee-county,government,2026-06-24,high,Resource id 229: Coffee County DFCS — Family Assistance,229
https://dfcs.georgia.gov/locations/colquitt-county,government,2026-06-24,high,Resource id 230: Colquitt County DFCS — Family Assistance,230
https://dfcs.georgia.gov/locations/columbia-county,government,2026-06-24,high,Resource id 231: Columbia County DFCS — Family Assistance,231
https://dfcs.georgia.gov/locations/cook-county,government,2026-06-24,high,Resource id 232: Cook County DFCS — Family Assistance,232
https://dfcs.georgia.gov/locations/coweta-county,government,2026-06-24,high,Resource id 233: Coweta County DFCS — Family Assistance,233
https://dfcs.georgia.gov/locations/crawford-county,government,2026-06-24,high,Resource id 234: Crawford County DFCS — Family Assistance,234
https://dfcs.georgia.gov/locations/crisp-county,government,2026-06-24,high,Resource id 235: Crisp County DFCS — Family Assistance,235
https://dfcs.georgia.gov/locations/dade-county,government,2026-06-24,high,Resource id 236: Dade County DFCS — Family Assistance,236
https://dfcs.georgia.gov/locations/dawson-county,government,2026-06-24,high,Resource id 237: Dawson County DFCS — Family Assistance,237
https://dfcs.georgia.gov/locations/decatur-county,government,2026-06-24,high,Resource id 238: Decatur County DFCS — Family Assistance,238
https://dfcs.georgia.gov/locations/dekalb-county,government,2026-06-24,high,Resource id 239: DeKalb County DFCS — Family Assistance,239
https://dfcs.georgia.gov/locations/dodge-county,government,2026-06-24,high,Resource id 240: Dodge County DFCS — Family Assistance,240
https://dfcs.georgia.gov/locations/dooly-county,government,2026-06-24,high,Resource id 241: Dooly County DFCS — Family Assistance,241
https://dfcs.georgia.gov/locations/dougherty-county,government,2026-06-24,high,Resource id 242: Dougherty County DFCS — Family Assistance,242
https://dfcs.georgia.gov/locations/douglas-county,government,2026-06-24,high,Resource id 243: Douglas County DFCS — Family Assistance,243
https://dfcs.georgia.gov/locations/early-county,government,2026-06-24,high,Resource id 244: Early County DFCS — Family Assistance,244
https://dfcs.georgia.gov/locations/echols-county,government,2026-06-24,high,Resource id 245: Echols County DFCS — Family Assistance,245
