id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
11,Florida Department of Health — Vital Records,id-documentation,Statewide,"The Florida Department of Health Bureau of Vital Statistics issues certified birth certificates, death certificates, and marriage records needed for MyACCESS Medicaid enrollment, FLHSMV identification, and employment background checks after release from FDC custody. Orders can be placed online, by mail, or in person at county health departments statewide. Vital records issuance—not clinical healthcare or benefits intake.","La Oficina de Estadísticas Vitales del Departamento de Salud de Florida emite certificados de nacimiento, defunción y matrimonio certificados necesarios para inscripción en Medicaid MyACCESS, identificación FLHSMV y verificaciones de antecedentes laborales después de la liberación de custodia FDC. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",1217 North Pearl Street,Jacksonville,904-359-6900,,https://www.floridahealth.gov/certificates,Individuals with legal right to request vital records per Florida statute; identity verification required.,Personas con derecho legal a solicitar registros vitales según la ley de Florida; se requiere verificación de identidad.,Order online at floridahealth.gov/certificates; processing times vary; county health departments accept walk-in requests.,Ordene en línea en floridahealth.gov/certificates; los tiempos de procesamiento varían; los departamentos de salud del condado aceptan solicitudes presenciales.,Online 24/7; county health department business hours,statewide|id-documentation|vital-records|birth-certificate|reentry,Birth certificate orders|Death certificate orders|Marriage records|Online ordering|Identity verification guidance,Duval,,statewide,accepts_criminal_record
12,988 Suicide & Crisis Lifeline — Florida,basic-needs,Statewide,"The 988 Suicide and Crisis Lifeline provides free, confidential 24/7 support for people in mental health crisis, emotional distress, or suicidal thoughts across Florida including justice-involved individuals and families during reentry. Florida's 988 network connects callers to local crisis centers with mobile crisis teams and referrals to community behavioral health providers. Crisis support and referral—not housing placement or legal representation.","La Línea de Crisis y Prevención del Suicidio 988 proporciona apoyo gratuito y confidencial 24/7 para personas en crisis de salud mental, angustia emocional o pensamientos suicidas en Florida incluidas personas con antecedentes penales y familias durante la reinserción. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",,,988,,https://988lifeline.org,Open to anyone in crisis; no insurance or criminal-record restrictions.,Abierto a cualquier persona en crisis; sin restricciones de seguro ni antecedentes penales.,Dial or text 988; chat at 988lifeline.org; veterans press 1; Spanish services available.,Marque o envíe mensaje al 988; chat en 988lifeline.org; veteranos presione 1; servicios en español disponibles.,24/7,statewide|crisis|988|mental-health|hotline|reentry,Crisis counseling|Suicide prevention|Mobile crisis referrals|Emotional support|Warm handoffs,,,statewide,
13,SAMHSA National Helpline,substance-use-treatment,Statewide,"The SAMHSA National Helpline is a free, confidential 24/7 treatment referral service connecting Floridians—including returning citizens with substance use disorders—to local detox, outpatient, medication-assisted treatment, and recovery support providers across all 67 counties. Specialists help callers find Florida-licensed programs accepting Medicaid and sliding-fee care. Referral service—not direct treatment or emergency housing.","La Línea Nacional de SAMHSA es un servicio gratuito y confidencial de referencia a tratamiento 24/7 que conecta a floridanos—incluidos ciudadanos que regresan con trastornos por uso de sustancias—a proveedores locales de desintoxicación, tratamiento ambulatorio y apoyo en recuperación en los 67 condados. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",,,1-800-662-4357,,https://www.samhsa.gov/find-help/national-helpline,Open to anyone seeking substance use treatment information; no insurance required to call.,Abierto a cualquier persona que busque información sobre tratamiento de uso de sustancias; no se requiere seguro para llamar.,Call 1-800-662-HELP (4357); TTY 1-800-487-4889; Spanish-language support available.,Llame al 1-800-662-HELP (4357); TTY 1-800-487-4889; soporte en español disponible.,24/7,statewide|substance-use|SAMHSA|referral|treatment|reentry,Treatment referrals|Provider locator|Medicaid program navigation|Crisis resource connection|Recovery support info,,,statewide,accepts_criminal_record
14,FindTreatment.gov,substance-use-treatment,Statewide,"FindTreatment.gov is SAMHSA's searchable directory of licensed substance use treatment facilities across Florida, allowing returning citizens and families to filter by location, treatment type, payment options including Medicaid, and services such as outpatient, residential, and medication-assisted treatment. The tool supplements local referrals from FDC probation officers, courts, and Florida community behavioral health providers. Online directory—not a crisis hotline.","FindTreatment.gov es el directorio buscable de SAMHSA de instalaciones de tratamiento de uso de sustancias con licencia en Florida, permitiendo a ciudadanos que regresan y familias filtrar por ubicación, tipo de tratamiento, opciones de pago incluido Medicaid y servicios ambulatorios o residenciales. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",,,1-800-662-4357,,https://findtreatment.gov,Open to anyone seeking treatment facility information; facility admission criteria vary.,Abierto a cualquier persona que busque información de instalaciones de tratamiento; los criterios de admisión varían.,Search by ZIP code at findtreatment.gov; call SAMHSA helpline 1-800-662-4357 for navigator help.,Busque por código postal en findtreatment.gov; llame a la línea SAMHSA 1-800-662-4357 para ayuda de navegación.,Online 24/7,statewide|substance-use|findtreatment|directory|Medicaid|reentry,Treatment facility search|Payment option filters|Outpatient listings|Residential listings|MAT provider locator,,,statewide,
15,DCF — ACCESS Customer Call Center,financial-assistance,Statewide,"The Florida Department of Children and Families ACCESS Customer Call Center helps residents statewide—including returning citizens—apply for SNAP, TCA, and Medicaid by phone, resolve MyACCESS account issues, and schedule interviews when county Family Resource Centers are unavailable. Counselors guide callers through document requirements and connect them to local DCF offices for verification. Phone benefits support—not emergency shelter or legal aid.","El Centro de Llamadas de Atención al Cliente ACCESS del DCF ayuda a residentes en todo el estado—incluidos ciudadanos que regresan—a solicitar SNAP, TCA y Medicaid por teléfono, resolver problemas de cuenta MyACCESS y programar entrevistas cuando las oficinas del condado no están disponibles. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",,,850-300-4323,,https://www.myflfamilies.com/service-programs/access,"Florida residents applying for or managing SNAP, TCA, or Medicaid benefits.","Residentes de Florida que solicitan o administran beneficios SNAP, TCA o Medicaid.",Call 850-300-4323; also apply online at myaccess.myflfamilies.com; multilingual support available.,Llame al 850-300-4323; también solicite en myaccess.myflfamilies.com; soporte multilingüe disponible.,Monday–Friday extended hours; check myflfamilies.com,statewide|benefits|DCF|ACCESS|SNAP|Medicaid|reentry,Phone application help|Account troubleshooting|Interview scheduling|Document guidance|Benefits status checks,,,statewide,accepts_criminal_record
16,Florida Housing Finance Corporation,housing,Statewide,"The Florida Housing Finance Corporation administers statewide affordable housing programs including rental assistance, homeless continuum-of-care coordination, and developer-funded affordable units for low-income Floridians including returning citizens rebuilding stable housing after FDC release. Florida Housing connects renters and service providers to local housing finance authorities and SHIP county programs. Housing finance and referrals—not emergency walk-in shelter.","La Corporación de Finanzas de Vivienda de Florida administra programas estatales de vivienda asequible incluyendo asistencia de alquiler, coordinación de continuo de atención para personas sin hogar y unidades asequibles para floridanos de bajos ingresos incluidos ciudadanos que regresan que reconstruyen vivienda estable después de la liberación FDC.",227 North Bronough Street,Tallahassee,850-488-4197,,https://www.floridahousing.org,Low-income Florida households; program-specific eligibility for rental assistance and affordable units.,Hogares de bajos ingresos de Florida; elegibilidad específica del programa para asistencia de alquiler y unidades asequibles.,Search rental resources at floridahousing.org; contact local SHIP office for county rental assistance.,Busque recursos de alquiler en floridahousing.org; contacte la oficina SHIP local para asistencia de alquiler del condado.,State office Monday–Friday business hours,statewide|housing|affordable|rental-assistance|reentry,Affordable housing listings|Rental assistance programs|SHIP county referrals|Homeless housing coordination|Developer program info,Leon,,statewide,accepts_criminal_record
17,Florida Rights Restoration Coalition,reentry-organizations,Orlando / Orange County,"Florida Rights Restoration Coalition advocates for returning citizens and helps eligible Floridians restore voting rights and navigate civic reintegration after felony convictions. Staff connect justice-involved adults from FDC custody and Orange County jails to MyACCESS benefits, CareerSource employment, and local reentry partners across Orlando / Orange County. Direct program services—not emergency cash assistance or a general probation reporting office unless noted.","Florida Rights Restoration Coalition aboga por ciudadanos que regresan y ayuda a floridanos elegibles a restaurar derechos de voto y navegar la reintegración cívica después de condenas por delito grave. El personal conecta a adultos con antecedentes penales de custodia FDC y cárceles del condado Orange con beneficios MyACCESS, empleo CareerSource y aliados locales de reinserción en Orlando / Orange County.",1800 Mercy Drive,Orlando,407-960-1849,,https://www.floridarrc.com,Returning citizens seeking rights restoration and civic reintegration support.,Ciudadanos que regresan que buscan restauración de derechos y apoyo de reintegración cívica.,Visit floridarrc.com for workshops and clinics.,Visite floridarrc.com.,Monday–Friday,orlando|orange|reentry-organizations|advocacy|rights-restoration,Rights restoration help|Voting rights|Advocacy|Community workshops|Legal clinic referrals,Orange,Orange,single,accepts_criminal_record
18,Florida Department of Education — Adult Education,education,Statewide,"The Florida Department of Education coordinates adult education and GED preparation programs through school districts and community colleges in all 67 counties, helping returning citizens earn high school equivalency credentials for CareerSource employment and vocational training. Justice-involved adults can enroll in free or low-cost adult education classes at local career centers and community colleges listed at fldoe.org. Education programs—not probation reporting or benefits intake.","El Departamento de Educación de Florida coordina programas de educación para adultos y preparación GED a través de distritos escolares y colegios comunitarios en los 67 condados, ayudando a ciudadanos que regresan a obtener credenciales de equivalencia de secundaria para empleo CareerSource y capacitación vocacional. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",325 West Gaines Street,Tallahassee,850-245-0509,,https://www.fldoe.org/academics/career-adult-edu/adult-edu,Florida adults age 16+ seeking GED or adult basic education; justice-involved learners welcome at most sites.,Adultos de Florida de 16+ años que buscan GED o educación básica para adultos; estudiantes con antecedentes penales bienvenidos en la mayoría de sitios.,Find local adult education programs at fldoe.org; contact your county school district adult education office.,Encuentre programas locales de educación para adultos en fldoe.org; contacte la oficina de educación para adultos de su distrito escolar.,Class schedules vary by provider,statewide|education|GED|adult-education|reentry,GED preparation|Adult basic education|ESL classes|Career pathway planning|Testing center referrals,Leon,,statewide,accepts_criminal_record
19,Feeding Florida — Statewide Food Bank Network,food-nutrition,Statewide,"Feeding Florida is the statewide network of food banks—including Feeding South Florida, Feeding Tampa Bay, and Second Harvest of Central Florida—distributing groceries and meals to partner pantries in all 67 counties for families including returning citizens rebuilding food security after release from FDC custody. The network connects callers to local pantries by ZIP code when SNAP benefits are pending through MyACCESS. Food distribution network—not a walk-in benefits office.","Feeding Florida es la red estatal de bancos de alimentos que distribuye comestibles y comidas a despensas asociadas en los 67 condados para familias incluidos ciudadanos que regresan que reconstruyen seguridad alimentaria después de la liberación de custodia FDC. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",,,407-514-1050,,https://www.feedingflorida.org,Food-insecure Florida residents; pantry eligibility varies; no criminal-record restrictions at network level.,Residentes de Florida con inseguridad alimentaria; la elegibilidad de despensa varía; sin restricciones de antecedentes a nivel de red.,Find your regional food bank at feedingflorida.org; call 2-1-1 for nearest pantry; apply for SNAP at myaccess.myflfamilies.com.,Encuentre su banco de alimentos regional en feedingflorida.org; llame al 2-1-1; solicite SNAP en myaccess.myflfamilies.com.,Pantry hours vary by location,statewide|food-nutrition|food-bank|SNAP|reentry,Food pantry referrals|Mobile pantry schedules|SNAP application guidance|Emergency food boxes|Partner agency network,,,statewide,accepts_criminal_record
20,Florida Office of the Public Defender — Civil Legal Referrals,legal-aid,Statewide,"While Florida public defenders handle criminal defense, the statewide public defender system publishes civil legal referral guides connecting indigent clients after case closure—including returning citizens—to regional legal aid for eviction defense, benefits appeals, and record-sealing resources. Contact your regional legal aid office through Florida Legal Services intake for civil matters after criminal representation ends. Criminal defense during active cases; civil referrals after closure.","Aunque los defensores públicos de Florida manejan defensa penal, el sistema estatal publica guías de referencia legal civil que conectan a clientes indigentes después del cierre del caso—incluidos ciudadanos que regresan—a ayuda legal regional para defensa de desalojo, apelaciones de beneficios y recursos de sellado de antecedentes. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",4155 Esplanade Way,Tallahassee,850-414-7800,,https://www.fpdcc.state.fl.us,Former public defender clients and low-income Floridians with civil legal needs; active criminal cases handled separately.,Ex clientes de defensor público y floridanos de bajos ingresos con necesidades legales civiles; casos penales activos manejados por separado.,For civil legal help after case closure call Florida Legal Services 850-385-7900; public defender offices do not handle civil cases.,Para ayuda legal civil después del cierre del caso llame a Florida Legal Services 850-385-7900.,Office Monday–Friday business hours,statewide|legal-aid|civil|referral|reentry|expungement,Civil legal referrals|Record-sealing resources|Benefits appeal guidance|Eviction defense referrals|Legal aid routing,Leon,,statewide,accepts_criminal_record
21,Camillus House — Permanent Supportive Housing,housing,Miami / Miami-Dade County,"Camillus House operates permanent supportive housing, emergency shelter, and comprehensive reentry services for homeless adults in Miami-Dade County including justice-involved individuals returning from FDC custody and Miami-Dade County jails. Case managers connect residents to CareerSource South Florida, MyACCESS benefits, and Jackson Health System primary care while stabilizing long-term leases across Miami.","Camillus House opera vivienda de apoyo permanente, refugio de emergencia y servicios integrales de reinserción para adultos sin hogar en el condado Miami-Dade incluidas personas con antecedentes penales que regresan de custodia FDC y cárceles del condado Miami-Dade. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",1603 NW 7th Avenue,Miami,305-374-1065,,https://www.camillushouse.org,Homeless adults in Miami-Dade County; justice-involved participants per program policy.,Adultos sin hogar en el condado Miami-Dade; participantes con antecedentes penales según política.,Call 305-374-1065 for intake; coordinated entry for shelter; pairs with Legal Services of Greater Miami.,Llame al 305-374-1065 para admisión.,Shelter 24/7; offices Monday–Friday,miami|miami-dade|housing|supportive|reentry,Permanent supportive housing|Emergency shelter|Case management|Benefits navigation|Employment referrals,Miami-Dade,Miami-Dade,single,accepts_criminal_record
22,Legal Services of Greater Miami,legal-aid,Miami / Miami-Dade County,"Legal Services of Greater Miami provides free civil legal aid to low-income Miami-Dade residents including returning citizens with eviction defense, benefits appeals, family law, and record-sealing assistance after release from FDC custody. Attorneys coordinate with Camillus House, Carrfour, and FDC probation on housing and employment stability cases.","Legal Services of Greater Miami brinda ayuda legal civil gratuita a residentes de bajos ingresos del condado Miami-Dade incluidos ciudadanos que regresan con defensa de desalojo, apelaciones de beneficios y asistencia de sellado de antecedentes. Contact the program directly to confirm current hours, eligibility, and intake requirements before visiting in person.",3000 Biscayne Boulevard,Miami,305-576-0080,,https://www.lsgmiami.org,Low-income Miami-Dade residents with civil legal needs; income limits apply.,Residentes de bajos ingresos del condado Miami-Dade con necesidades legales civiles.,Call 305-576-0080 for intake; online application at lsgmiami.org.,Llame al 305-576-0080 para admisión.,Monday–Friday business hours,miami|miami-dade|legal-aid|civil|reentry|expungement,Eviction defense|Benefits appeals|Family law|Record sealing|Housing legal help,Miami-Dade,Miami-Dade,single,accepts_criminal_record
