id,name,category,region,description,description_es,address,city,phone,email,website,eligibility,eligibility_es,notes,notes_es,hours,tags,services,county,served_counties,coverage,intake_signals
11,Legal Aid of East Tennessee — Statewide Intake,legal-aid,Statewide,"Nonprofit civil legal aid serving low-income residents in 26 East Tennessee counties including Knoxville, Chattanooga, Johnson City, and the Tri-Cities with housing, benefits, domestic violence, and consumer legal matters. Knoxville office intake at 865-637-0484; eviction hotline 866-333-1505 for eligible counties. Does not provide criminal defense.","Asistencia legal civil sin fines de lucro para residentes de bajos ingresos en 26 condados del este de Tennessee incluyendo Knoxville, Chattanooga y Johnson City con vivienda, beneficios y violencia doméstica. Admisión en Knoxville al 865-637-0484; línea de desalojo 866-333-1505. No proporciona defensa penal.",607 West Summit Hill Drive SW,Knoxville,865-637-0484,,https://www.laet.org,Low-income residents in 26-county East Tennessee service area; income limits apply by federal LSC guidelines.,Residentes de bajos ingresos en el área de 26 condados del este de Tennessee; aplican límites de ingresos federales.,Apply online at laet.org or call county office; eviction hotline 866-333-1505 for landlord-tenant emergencies in listed counties.,Solicite en línea en laet.org o llame a la oficina del condado; línea de desalojo 866-333-1505 para emergencias de arrendador-inquilino.,Office hours vary by location; online application 24/7,statewide|legal-aid|east-tennessee|eviction|low-income,Civil legal representation|Housing legal aid|Benefits navigation|Partner referrals,Knox,,statewide,
12,West Tennessee Legal Services — Statewide Intake,legal-aid,Statewide,"West Tennessee Legal Services — Statewide Intake serves justice-involved adults and families rebuilding stability after incarceration in throughout Tennessee. Nonprofit civil legal aid serving 17 West Tennessee counties including Memphis, Jackson, and surrounding rural communities with housing, benefits, family law, and consumer matters affecting reentry stability. Call 800-372-8346 for intake; Memphis-area cases served from regional offices. Does not handle criminal cases. Representation is limited to civil legal matters—not active criminal cases. Income, household size, and offense type determine eligibility for record relief. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","West Tennessee Legal Services — Statewide Intake ofrece asistencia legal civil gratuita o de bajo costo para residentes de bajos ingresos en en todo Tennessee. Los abogados ayudan con sellado o eliminación de antecedentes, desalojos, beneficios y otros asuntos civiles—no casos penales activos. La representación se limita a asuntos legales civiles—no casos penales activos. Ingresos, tamaño del hogar y tipo de delito determinan la elegibilidad para alivio de antecedentes. Contacte la oficina para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",210 West Tennessee Street,Jackson,800-372-8346,,https://www.wtls.org,Low-income residents in WTLS 17-county service area; veterans and seniors may qualify with higher income limits.,Residentes de bajos ingresos en el área de 17 condados de WTLS; veteranos y personas mayores pueden calificar con límites más altos.,Call 800-372-8346 for intake; WTLS assumed Shelby County civil cases after mid-2024; verify county coverage at wtls.org.,Llame al 800-372-8346 para admisión; WTLS asumió casos civiles del condado Shelby después de mediados de 2024.,Intake Monday–Friday business hours,statewide|legal-aid|west-tennessee|memphis|low-income,Civil legal representation|Housing legal aid|Benefits navigation,Madison,,statewide,accepts_criminal_record
13,Memphis Area Legal Services — Intake,legal-aid,Memphis / Shelby County,"Memphis Area Legal Services — Intake serves justice-involved adults and families rebuilding stability after incarceration in Shelby County. Nonprofit civil legal aid historically serving Shelby County low-income residents with housing, domestic violence, foreclosure, and benefits matters. Verify current intake routing with Help4TN or WTLS as West Tennessee Legal Services expanded Memphis-area coverage in 2024. Does not provide criminal defense representation. Representation is limited to civil legal matters—not active criminal cases. Income, household size, and offense type determine eligibility for record relief. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Memphis Area Legal Services — Intake ofrece asistencia legal civil gratuita o de bajo costo para residentes de bajos ingresos en condado de Shelby. Los abogados ayudan con sellado o eliminación de antecedentes, desalojos, beneficios y otros asuntos civiles—no casos penales activos. La representación se limita a asuntos legales civiles—no casos penales activos. Ingresos, tamaño del hogar y tipo de delito determinan la elegibilidad para alivio de antecedentes. Contacte la oficina para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.","22 North Front Street, Suite 900",Memphis,901-523-8822,,https://malsi.org,Low-income Shelby County residents with qualifying civil legal problems; contact intake for current eligibility and routing.,Residentes de bajos ingresos del condado Shelby con problemas legales civiles calificados; contacte admisión para elegibilidad actual.,Call 901-523-8822 or Help4TN 844-435-7486 to confirm current intake path; WTLS may handle some Shelby County matters.,Llame al 901-523-8822 o Help4TN 844-435-7486 para confirmar la ruta de admisión actual.,Intake Monday–Friday business hours,memphis|shelby|legal-aid|low-income|housing,Civil legal representation|Housing legal aid|Benefits navigation,Shelby,Shelby,single,accepts_criminal_record
14,TN Department of Human Services — Benefits Portal,financial-assistance,Statewide,"TN Department of Human Services — Benefits Portal is a statewide or regional referral resource for Tennesseans affected by the criminal justice system. Official statewide portal for applying for and managing Tennessee public benefits including TennCare Medicaid, SNAP food assistance, TANF cash assistance, and child care subsidies. Justice-involved individuals can apply for health coverage and food support after release. County DHS offices assist with verification and redetermination. Users can search by location, service type, or need to find active providers in throughout Tennessee. Specialists or online tools help match people to housing, treatment, employment, legal aid, or benefits resources operated by other organizations. This entry describes a navigation hub—staff here do not replace direct services at partner agencies.","TN Department of Human Services — Benefits Portal es un recurso de referencia estatal o regional para tennesseanos afectados por el sistema de justicia penal. Los usuarios pueden buscar por ubicación, tipo de servicio o necesidad para encontrar proveedores activos en en todo Tennessee. Herramientas en línea o especialistas ayudan a conectar con vivienda, tratamiento, empleo, asistencia legal o beneficios operados por otras organizaciones. Esta entrada describe un centro de navegación—el personal no reemplaza servicios directos en agencias aliadas.",,,866-311-4287,,https://www.tn.gov/humanservices/for-families/tenncare.html,"Tennessee residents meeting income and program requirements for TennCare, SNAP, TANF, or child care; criminal record generally not a barrier.","Residentes de Tennessee que cumplan requisitos de ingresos para TennCare, SNAP, TANF o cuidado infantil; antecedentes penales generalmente no son barrera.",Apply online at tn.gov/humanservices; call 866-311-4287 for TennCare or county DHS office for SNAP and TANF assistance.,Solicite en línea en tn.gov/humanservices; llame al 866-311-4287 para TennCare o a la oficina DHS del condado para SNAP y TANF.,Online 24/7; county office hours vary,statewide|benefits|SNAP|TennCare|online,Medicaid enrollment|SNAP enrollment|Cash assistance (TANF)|Benefits navigation,,,statewide,
15,Tennessee Department of Safety & Homeland Security — Driver Services,id-documentation,Statewide,"Tennessee Department of Safety & Homeland Security — Driver Services serves justice-involved adults and families rebuilding stability after incarceration in throughout Tennessee. State agency providing REAL ID–compliant driver's licenses, photo identification cards, and reinstatement services at driver service centers across Tennessee. Reentry partners and TDOC assist returning citizens with documentation needed for employment and benefits. Online services available at tn.gov/safety for many transactions. Fees, proof of identity, and residency documents apply; reentry programs and legal aid partners often help gather required paperwork. Contact this resource to confirm current intake steps, required documents, and whether walk-ins or referrals are accepted.","Tennessee Department of Safety & Homeland Security — Driver Services sirve a adultos con antecedentes penales y familias que reconstruyen estabilidad después de la encarcelación en en todo Tennessee. Aplican tarifas, prueba de identidad y documentos de residencia; programas de reinserción y aliados legales suelen ayudar a reunir el papeleo requerido. Contacte este recurso para confirmar pasos de admisión, documentos requeridos y si aceptan visitas sin cita o referencias.",1150 Foster Avenue,Nashville,615-251-5166,,https://www.tn.gov/safety/driver-services.html,Tennessee residents seeking credentials or reinstatement; specific document requirements apply for ID issuance after incarceration.,Residentes de Tennessee que buscan credenciales o restablecimiento; aplican requisitos específicos de documentos para emisión de identificación.,Call 615-251-5166 or locate nearest Driver Services Center at tn.gov/safety; TDOC Reentry Office assists with vital records for ID.,Llame al 615-251-5166 o localice el centro más cercano en tn.gov/safety; la Oficina de Reinserción del TDOC ayuda con registros vitales.,Driver Services Center hours vary by location,statewide|id-documentation|drivers-license|REAL-ID|online,Document assistance|Rent and utility assistance|Partner referrals,Davidson,,statewide,accepts_criminal_record
16,American Job Centers — Jobs4TN,employment,Statewide,"Statewide workforce system connecting job seekers—including justice-involved Tennesseans—to training, job placement, and employer services through American Job Centers in every county. Jobs4TN.gov supports resume building, job fairs, and unemployment filing. Veterans receive priority service through Disabled Veterans Outreach Program specialists at comprehensive centers.","Sistema estatal de fuerza laboral que conecta a buscadores de empleo—incluidas personas con antecedentes penales en Tennessee—a capacitación, colocación laboral y servicios de empleadores a través de Centros de Empleo Americanos. Jobs4TN.gov apoya currículums, ferias de empleo y desempleo. Los veteranos reciben servicio prioritario.",220 French Landing Drive,Nashville,844-224-5818,,https://www.jobs4tn.gov,"Tennessee residents seeking employment, training, or unemployment benefits; no criminal-record restrictions stated for core services.","Residentes de Tennessee que buscan empleo, capacitación o beneficios de desempleo; sin restricciones de antecedentes indicadas para servicios básicos.",Register at jobs4tn.gov; call Jobs4TN Help Desk 844-224-5818 Mon–Fri 8 a.m.–4:30 p.m. CT; locate AJC at careeronestop.org.,Regístrese en jobs4tn.gov; llame a la mesa de ayuda 844-224-5818 lun–vie 8 a.m.–4:30 p.m. CT.,Help desk Mon–Fri 8:00 a.m.–4:30 p.m. CT; center hours vary,statewide|employment|Jobs4TN|AJC|veterans-priority,Job readiness training|Partner referrals|Benefits navigation|Veterans services,Davidson,,statewide,accepts_criminal_record
17,TDOC — Community Supervision,probation-parole,Statewide,"State agency responsible for probation and parole supervision of individuals released from Tennessee prisons and jails. District field offices across Tennessee connect supervisees to reentry resources, Day Reporting Centers, and compliance reporting. Contact for reporting requirements and district office locations—not a general resource navigation hotline.","Agencia estatal responsable de la supervisión de libertad probatoria y condicional de personas liberadas de prisiones de Tennessee. Las oficinas de distrito conectan a supervisados con recursos de reinserción y Centros de Reporte Diurno. Contacte para requisitos de reporte y ubicaciones de oficinas, no para navegación general de recursos.",320 Sixth Avenue North,Nashville,866-506-7225,,https://www.tn.gov/correction/community-supervision.html,Individuals under Tennessee probation or parole supervision; family members may contact for general district information.,Personas bajo supervisión de libertad probatoria o condicional de Tennessee; familiares pueden contactar para información del distrito.,Compliant Reporting Supervision line 866-506-7225; see tn.gov/correction field office directory for district phones and addresses.,Línea de supervisión de reporte conforme 866-506-7225; consulte el directorio de oficinas de campo en tn.gov/correction.,District offices Monday–Friday business hours,statewide|parole|probation|DOC|supervision,Probation and parole supervision|Partner referrals,Davidson,,statewide,
18,SAMHSA National Helpline,substance-use-treatment,Statewide,"SAMHSA National Helpline is a statewide or regional referral resource for Tennesseans affected by the criminal justice system. Free confidential 24/7 treatment referral and information service for individuals and families facing mental health or substance use disorders. Provides referrals to local treatment facilities and community organizations in Tennessee and nationwide. Spanish-language support available through trained specialists. Users can search by location, service type, or need to find active providers in throughout Tennessee. Specialists or online tools help match people to housing, treatment, employment, legal aid, or benefits resources operated by other organizations. This entry describes a navigation hub—staff here do not replace direct services at partner agencies.","SAMHSA National Helpline es un recurso de referencia estatal o regional para tennesseanos afectados por el sistema de justicia penal. Los usuarios pueden buscar por ubicación, tipo de servicio o necesidad para encontrar proveedores activos en en todo Tennessee. Herramientas en línea o especialistas ayudan a conectar con vivienda, tratamiento, empleo, asistencia legal o beneficios operados por otras organizaciones. Esta entrada describe un centro de navegación—el personal no reemplaza servicios directos en agencias aliadas.",,,800-662-4357,,https://www.samhsa.gov/find-help/national-helpline,Open to anyone in the United States seeking substance use or mental health treatment information and referrals.,Abierto a cualquier persona en Estados Unidos que busque información y referencias de tratamiento.,TTY 800-487-4889; also use FindTreatment.gov to search Tennessee providers online.,TTY 800-487-4889; también use FindTreatment.gov para buscar proveedores en Tennessee.,Available 24/7,statewide|hotline|substance-use|treatment-referral|national,Partner referrals|Substance use treatment,,,statewide,
19,FindTreatment.gov — Tennessee Provider Search,substance-use-treatment,Statewide,"Official SAMHSA online locator for substance use and mental health treatment facilities serving Tennessee. Users search by location, treatment type, and payment options to find licensed providers with current openings. Facility admission requirements vary; justice-involved individuals should confirm criminal-record policies with each provider.","Localizador oficial en línea de SAMHSA para centros de tratamiento de sustancias y salud mental que sirven a Tennessee. Los usuarios buscan por ubicación, tipo de tratamiento y opciones de pago. Los requisitos de admisión varían; las personas con antecedentes penales deben confirmar políticas con cada proveedor.",,,833-888-1553,FindTreatment@samhsa.hhs.gov,https://findtreatment.gov,Open to anyone seeking treatment; facility admission requirements vary by provider.,Abierto a cualquier persona que busque tratamiento; los requisitos de admisión varían según el proveedor.,SAMHSA helpline 800-662-4357 also routes to treatment help; facility data updated weekly.,La línea SAMHSA 800-662-4357 también conecta con ayuda de tratamiento.,Online 24/7; BHSIS support Mon–Fri 8 a.m.–6 p.m. ET,statewide|substance-use|online|treatment-referral,Partner referrals,,,statewide,
20,Tennessee Department of Mental Health — Crisis Services,healthcare,Statewide,"Tennessee Department of Mental Health — Crisis Services is a statewide or regional referral resource for Tennesseans affected by the criminal justice system. State behavioral health agency coordinating crisis services, treatment referrals, and certified community behavioral health clinics across Tennessee. TDMHSAS supports the 988 lifeline and regional mental health authorities serving justice-involved individuals needing outpatient behavioral health care after release. Users can search by location, service type, or need to find active providers in throughout Tennessee. Specialists or online tools help match people to housing, treatment, employment, legal aid, or benefits resources operated by other organizations. This entry describes a navigation hub—staff here do not replace direct services at partner agencies.","Tennessee Department of Mental Health — Crisis Services es un recurso de referencia estatal o regional para tennesseanos afectados por el sistema de justicia penal. Los usuarios pueden buscar por ubicación, tipo de servicio o necesidad para encontrar proveedores activos en en todo Tennessee. Herramientas en línea o especialistas ayudan a conectar con vivienda, tratamiento, empleo, asistencia legal o beneficios operados por otras organizaciones. Esta entrada describe un centro de navegación—el personal no reemplaza servicios directos en agencias aliadas.","500 Deaderick Street, 6th Floor",Nashville,615-532-6500,,https://www.tn.gov/behavioral-health.html,Tennessee residents seeking publicly funded behavioral health services; eligibility varies by program and regional mental health provider.,Residentes de Tennessee que buscan servicios públicos de salud conductual; la elegibilidad varía según programa y proveedor regional.,For immediate crisis call 988; for non-emergency treatment navigation contact regional mental health authority or 211.,Para crisis inmediata llame al 988; para navegación de tratamiento no urgente contacte la autoridad regional de salud mental o 211.,State office Mon–Fri business hours; 988 available 24/7,statewide|mental-health|crisis|Medicaid|referral-only,Crisis services|Partner referrals,Davidson,,statewide,
21,Tennessee REDLINE — Substance Use Referrals,state-agency,Statewide,"State-supported 24/7 helpline operated under TDMHSAS contract providing confidential substance use disorder treatment referrals, problem gambling resources, and text-based navigation for Tennesseans and families. Calltakers connect justice-involved callers to licensed treatment providers statewide. A referral and information line—not a direct treatment provider.","Línea de ayuda estatal 24/7 bajo contrato de TDMHSAS que ofrece referencias confidenciales de tratamiento de trastornos por uso de sustancias, recursos de juego problemático y navegación por texto para habitantes de Tennessee y familias. Los operadores conectan a personas con antecedentes penales con proveedores de tratamiento licenciados. Es una línea de referencia, no un proveedor directo.",,,800-889-9789,,https://www.tn.gov/behavioral-health/substance-abuse-services/prevention/tennessee-redline.html,Open to all Tennessee residents seeking substance use or problem gambling treatment information and referrals.,Abierto a todos los residentes de Tennessee que buscan información y referencias de tratamiento de sustancias o juego problemático.,Call or text 800-889-9789 anytime; complements 988 for mental health crisis and FindTreatment.gov provider search.,Llame o envíe texto al 800-889-9789 en cualquier momento; complementa al 988 para crisis de salud mental y FindTreatment.gov.,Available 24/7,statewide|hotline|substance-use|treatment-referral|REDLINE,Partner referrals|Primary medical care,,,statewide,
